Регион,Год,Объем_сточных_вод_млн_м3,Инвестиции_норм_%,ВРП_на_душу_руб,Индексы_производства_продукции_СХ_%,Доля_городского_населения_%,Использование_свеж_воды_млн_м3,Индекс_промыш_производства_%
Республика Мордовия,2018,27.05,0.4520566959030526,304213.2,100.6,63.0,50.19,107.2
Республика Мордовия,2019,5.5,0.8145387854952381,327973.9,110.2,63.2,50.89,104.1
Республика Мордовия,2020,5.21,1.5616561618997924,335559.5,106.5,63.2,47.98,106.3
Республика Мордовия,2021,5.0,0.18281359725835,387433.7,98.4,63.4,46.73,111.1
Республика Мордовия,2022,4.95,0.5096716159851127,441297.3,114.3,63.6,48.6,99.4
Республика Мордовия,2023,5.0,0.2790662570905141,516.3,107.2,63.7,51.0,109.4
Республика Саха (Якутия),2000,85.0,0.5619101419710006,85375.5,98.4,64.2,128.0,105.42
Республика Саха (Якутия),2001,87.0,0.2872046245432134,105733.3,103.6,64.3,135.0,102.38
Республика Саха (Якутия),2002,83.0,0.6354270564494762,121163.1,98.6,64.4,134.0,102.44
Республика Саха (Якутия),2003,87.0,2.5349155147893305,140065.1,99.9,64.5,135.0,102.51
Республика Саха (Якутия),2004,79.0,0.8355215454143314,161309.0,100.6,63.9,131.0,112.5
Республика Саха (Якутия),2005,79.0,1.4169139525862309,191896.0,103.6,63.6,120.0,93.4
Республика Саха (Якутия),2006,79.0,1.2686003529212693,216535.9,95.2,63.7,130.0,100.0
Республика Саха (Якутия),2007,97.0,3.3163490778116387,253423.5,103.6,64.2,140.0,100.5
Республика Саха (Якутия),2008,93.0,3.0649633317319207,322922.2,103.8,64.4,166.0,104.2
Республика Саха (Якутия),2009,91.0,4.791874813567388,342520.1,94.8,64.4,151.0,86.4
Республика Саха (Якутия),2010,86.0,1.458189419455976,403658.5,97.0,64.1,164.0,122.8
Республика Саха (Якутия),2011,87.0,0.826021684326118,508549.5,92.9,64.6,159.0,116.1
Республика Саха (Якутия),2012,81.33,1.0952684485027715,566002.6,98.1,64.9,200.74,109.0
Республика Саха (Якутия),2013,75.63,2.6994327535001386,596336.3,99.3,65.2,161.12,106.2
Республика Саха (Якутия),2014,78.95,2.324616493684327,687289.7,98.4,65.3,160.97,104.9
Республика Саха (Якутия),2015,85.43,1.819192579417623,778151.2,97.2,65.5,167.31,103.8
Республика Саха (Якутия),2016,49.73,1.4277922417837643,922292.1,101.2,65.5,150.44,101.9
Республика Саха (Якутия),2017,48.18,2.656770200214516,974017.3,103.1,65.7,153.0,102.5
Республика Саха (Якутия),2018,56.8,3.4431313553632323,1161944.5,100.1,65.9,178.29,107.6
Республика Саха (Якутия),2019,83.3,1.3094762537119804,1260373.1,101.7,66.1,170.48,111.3
Республика Саха (Якутия),2020,74.28,1.168430085097472,1154483.9,99.1,66.3,173.49,95.3
Республика Саха (Якутия),2021,75.44,0.8570140846552758,1684839.3,99.3,67.0,176.48,114.4
Республика Саха (Якутия),2022,81.41,1.2985929133383118,2029719.8,101.4,67.2,183.9,113.0
Республика Саха (Якутия),2023,84.0,1.9220024642385387,2230.7,101.2,67.6,191.0,101.9
Республика Северная Осетия — Алания,2000,24.0,0.497960110962311,11964.5,100.0,66.2,258.0,108.5
Республика Северная Осетия — Алания,2001,18.0,0.2730373540303032,17914.2,111.9,65.7,275.0,112.4
Республика Северная Осетия — Алания,2002,98.0,0.7720906391623692,22541.2,103.3,65.4,234.0,104.6
Республика Северная Осетия — Алания,2003,97.0,0.5810136748885084,26705.1,101.9,65.3,225.0,95.0
Республика Северная Осетия — Алания,2004,93.0,0.5697173232239987,34323.6,110.6,65.2,241.0,108.4
Республика Северная Осетия — Алания,2005,96.0,1.8741121537287304,44127.2,94.3,64.3,218.0,110.5
Республика Северная Осетия — Алания,2006,90.0,0.7266028628648953,61229.6,98.7,64.1,246.0,92.0
Республика Северная Осетия — Алания,2007,88.0,1.2698906160046055,74356.6,104.9,63.7,230.0,117.0
Республика Северная Осетия — Алания,2008,87.0,1.137339405344895,81097.0,129.8,63.6,230.0,104.3
Республика Северная Осетия — Алания,2009,88.0,1.9165945188463425,90040.7,95.2,63.7,234.0,98.6
Республика Северная Осетия — Алания,2010,82.0,1.8651882316394832,105781.6,102.5,63.8,264.0,99.0
Республика Северная Осетия — Алания,2011,97.0,0.4660274556427994,120833.1,104.1,63.8,206.0,109.7
Республика Северная Осетия — Алания,2012,106.5,0.7217102724712875,137725.5,101.3,63.7,191.69,102.6
Республика Северная Осетия — Алания,2013,86.92,0.762154630702771,168273.0,100.9,63.7,184.38,107.9
Республика Северная Осетия — Алания,2014,83.62,0.4194600688311018,178833.3,90.8,63.7,176.47,97.7
Республика Северная Осетия — Алания,2015,87.65,0.2959090433093854,179020.7,87.4,63.7,149.49,91.7
Республика Северная Осетия — Алания,2016,87.74,0.2981521415549079,211684.0,90.9,63.7,137.8,89.6
Республика Северная Осетия — Алания,2017,86.39,0.5812921566364905,217384.9,97.1,63.6,143.38,83.1
Республика Северная Осетия — Алания,2018,92.17,0.6134666561551206,230382.6,108.8,63.6,156.39,93.9
Республика Северная Осетия — Алания,2019,89.78,0.0,249099.8,112.7,63.5,169.61,92.2
Республика Северная Осетия — Алания,2020,91.25,0.0,258575.6,107.2,63.4,162.16,129.7
Республика Северная Осетия — Алания,2021,90.15,0.0,287740.5,104.7,63.2,143.19,114.2
Республика Северная Осетия — Алания,2022,88.55,0.0,316184.7,109.5,63.2,153.05,109.8
Республика Северная Осетия — Алания,2023,90.0,0.0,392.1,106.8,63.3,134.0,123.5
Республика Татарстан (Татарстан),2000,572.0,0.3404782266763503,49139.3,97.7,73.6,916.0,107.08
Республика Татарстан (Татарстан),2001,547.0,0.4413099092355198,56479.2,125.9,73.8,913.0,105.97
Республика Татарстан (Татарстан),2002,534.0,0.4178990486679756,66298.7,96.0,73.9,875.0,99.09
Республика Татарстан (Татарстан),2003,534.0,0.3270933025136183,80809.2,103.6,74.0,866.0,105.04
Республика Татарстан (Татарстан),2004,543.0,0.2553004735168083,103726.8,102.6,74.5,782.0,106.1
Республика Татарстан (Татарстан),2005,529.0,0.2398856821371814,128226.9,104.5,74.5,739.0,104.8
Республика Татарстан (Татарстан),2006,512.0,0.2546780511675385,161045.9,104.3,74.7,703.0,108.1
Республика Татарстан (Татарстан),2007,493.0,0.3032121144745705,201172.1,104.0,74.8,677.0,107.3
Республика Татарстан (Татарстан),2008,477.0,0.6089245183367281,245628.5,108.9,75.0,680.0,104.0
Республика Татарстан (Татарстан),2009,439.0,1.2473659102618566,234206.4,100.2,75.2,638.0,95.6
Республика Татарстан (Татарстан),2010,490.0,1.0707160519908292,264561.7,66.9,75.4,639.0,105.1
Республика Татарстан (Татарстан),2011,498.0,0.638603879024187,343673.6,151.6,75.7,622.0,106.3
Республика Татарстан (Татарстан),2012,480.0,1.8614367561330856,375500.2,92.0,75.9,693.7,106.9
Республика Татарстан (Татарстан),2013,466.64,2.1757132210111925,402511.3,98.3,76.1,746.21,101.7
Республика Татарстан (Татарстан),2014,439.42,0.9749370144872996,428084.3,103.2,76.3,724.48,101.3
Республика Татарстан (Татарстан),2015,382.48,1.7511487722617118,477951.3,104.1,76.4,720.42,101.5
Республика Татарстан (Татарстан),2016,325.21,0.926744289831804,523310.8,104.9,76.6,744.19,103.5
Республика Татарстан (Татарстан),2017,319.71,0.8919654368668298,572350.5,104.9,76.7,690.83,101.5
Республика Татарстан (Татарстан),2018,296.19,0.9212211925702022,659921.1,97.0,76.8,663.39,102.6
Республика Татарстан (Татарстан),2019,286.14,1.0246191433046112,704097.8,103.5,76.8,647.68,102.4
Республика Татарстан (Татарстан),2020,276.47,1.7243005209466336,658311.7,104.2,76.8,634.54,96.6
Республика Татарстан (Татарстан),2021,262.52,0.9220305538279316,883564.0,79.6,76.8,662.78,108.6
Республика Татарстан (Татарстан),2022,243.28,0.7901962084853997,1044591.6,127.6,76.8,641.91,106.7
Республика Татарстан (Татарстан),2023,199.0,1.3432447032273735,1145.2,91.8,76.7,862.0,103.0
Республика Тыва,2000,13.0,0.1168581842464038,11749.3,100.1,50.4,96.0,105.95
Республика Тыва,2001,9.0,0.5541445393673516,17012.1,106.4,51.0,87.0,105.74
Республика Тыва,2002,9.0,0.7898968951718901,22421.0,96.8,51.7,80.0,99.98
Республика Тыва,2003,9.0,0.1182091316554203,26607.4,114.1,52.0,70.0,102.88
Республика Тыва,2004,9.0,0.0311023021802103,32309.0,103.0,52.7,51.0,106.7
Республика Тыва,2005,8.0,0.3957984994640943,38429.7,90.1,51.9,50.0,110.2
Республика Тыва,2006,8.0,1.0226450471386694,50051.7,102.7,51.9,46.0,103.2
Республика Тыва,2007,8.0,1.3157416865282034,63959.4,100.0,51.8,42.0,100.6
Республика Тыва,2008,8.0,0.9591106177080496,78381.0,100.8,51.9,43.0,92.0
Республика Тыва,2009,10.0,1.1772831783789406,87889.5,101.7,52.4,42.0,96.3
Республика Тыва,2010,9.0,2.4519481165184835,99999.9,93.9,53.1,19.0,110.3
Республика Тыва,2011,9.0,0.6414313046238049,108126.2,109.8,53.7,49.0,96.4
Республика Тыва,2012,8.14,0.3506961634077352,120391.4,95.5,54.3,49.21,105.7
Республика Тыва,2013,7.47,0.0031138994689905,132391.2,98.9,54.3,45.66,103.8
Республика Тыва,2014,7.4,0.00124053547605,146370.2,93.1,54.5,43.6,108.5
Республика Тыва,2015,9.04,0.0,149573.0,99.2,54.7,43.82,105.1
Республика Тыва,2016,12.35,0.0,181916.2,97.4,54.5,44.13,103.9
Республика Тыва,2017,5.62,0.0143760118944201,201882.5,104.0,54.4,48.04,114.4
Республика Тыва,2018,6.67,0.0252871816030053,226436.7,108.7,54.5,47.35,99.5
Республика Тыва,2019,8.17,0.0256942334530573,241482.8,99.3,54.6,49.91,95.3
Республика Тыва,2020,8.14,0.0424135482082139,247766.7,101.2,54.5,40.02,63.3
Республика Тыва,2021,6.2,0.2065950466134888,273231.6,102.1,54.8,36.06,105.8
Республика Тыва,2022,5.61,0.157936975511094,320059.3,96.3,55.3,38.71,137.4
Республика Тыва,2023,5.0,0.0,363.2,96.9,55.7,35.0,97.4
Республика Хакасия,2000,56.0,0.4797182241461468,31333.2,101.2,71.0,242.0,103.2
Республика Хакасия,2001,55.0,0.3999600818322439,36306.2,107.0,70.9,183.0,116.2
Республика Хакасия,2002,54.0,0.219806240731927,46443.7,95.5,70.9,169.0,83.3
Республика Хакасия,2003,57.0,0.1940923463540587,53320.2,99.1,70.8,164.0,121.6
Республика Хакасия,2004,50.0,0.1705107407508103,61336.4,96.6,70.8,155.0,104.9
Республика Хакасия,2005,50.0,0.2304715115930741,77864.6,90.4,70.8,148.0,105.4
Республика Хакасия,2006,44.0,1.9763825939246735,100828.4,105.5,70.7,127.0,105.8
Республика Хакасия,2007,45.0,2.610737264994821,119953.2,106.0,70.7,117.0,99.7
Республика Хакасия,2008,44.0,0.0789585776558316,136023.7,99.2,70.7,119.0,112.2
Республика Хакасия,2009,40.0,0.2817496689085026,152205.1,108.1,67.8,114.0,93.3
Республика Хакасия,2010,38.0,0.8059981382718415,180352.1,101.5,67.4,119.0,98.0
Республика Хакасия,2011,36.0,0.6244724245963987,212424.6,102.3,67.3,93.0,113.3
Республика Хакасия,2012,33.94,0.5733179728793579,245063.6,101.2,67.4,92.66,102.9
Республика Хакасия,2013,30.41,0.2857582454767519,265416.0,102.4,67.8,88.22,110.5
Республика Хакасия,2014,30.16,0.3278359667821747,295346.5,97.3,68.0,83.16,95.2
Республика Хакасия,2015,28.93,0.1983926705165271,316713.6,91.2,68.1,77.49,98.0
Республика Хакасия,2016,24.05,0.5363098372697752,385057.2,96.4,68.3,76.65,109.5
Республика Хакасия,2017,24.19,0.4323199390873368,403719.7,100.7,68.4,79.8,99.3
Республика Хакасия,2018,32.65,0.1952516514945257,448682.7,93.6,68.5,69.57,107.5
Республика Хакасия,2019,28.31,0.2028863661101667,475578.9,97.0,68.5,72.07,106.7
Республика Хакасия,2020,26.35,1.080802154062984,495471.2,101.7,68.5,70.19,104.1
Республика Хакасия,2021,29.27,0.3922758451832578,589719.9,96.5,68.5,71.39,106.7
Республика Хакасия,2022,30.69,0.0796852297953667,656789.1,98.2,68.7,69.91,92.1
Республика Хакасия,2023,33.0,0.0864582494059593,715.3,100.6,68.9,69.0,105.2
Ростовская область,2000,298.0,1.1978825248721263,20003.8,109.7,67.6,2917.0,112.7
Ростовская область,2001,287.0,0.7033760656772972,26817.8,119.7,67.6,2772.0,118.3
Ростовская область,2002,418.0,0.5835822560101951,31941.7,106.0,67.6,2646.0,101.9
Ростовская область,2003,337.0,0.6482551542342405,39180.4,96.8,67.6,2627.0,104.3
Ростовская область,2004,318.0,0.7210976843784391,50678.6,125.0,66.7,2137.0,116.0
Ростовская область,2005,282.0,0.2267080780759661,60575.0,102.9,66.7,2279.0,116.1
Ростовская область,2006,271.0,0.2916669240101466,78642.0,101.2,66.8,2393.0,115.8
Ростовская область,2007,300.0,0.144506850826546,104603.1,92.6,66.8,2415.0,114.5
Ростовская область,2008,265.0,0.389253178603211,134137.4,139.0,67.0,2320.0,105.1
Ростовская область,2009,255.0,0.22867028195391,129626.0,86.9,67.1,2226.0,84.5
Ростовская область,2010,270.0,0.0447112287192,154127.9,97.9,67.3,2330.0,114.4
Ростовская область,2011,235.0,0.0571102000190086,179399.3,111.1,67.4,2132.0,119.3
Ростовская область,2012,253.05,0.0669776896802753,197892.7,89.1,67.6,2118.21,107.8
Ростовская область,2013,236.4,1.2232821551438282,215492.0,96.5,67.7,2247.17,106.2
Ростовская область,2014,262.16,1.4774946108136198,236800.7,110.9,67.8,2309.64,105.4
Ростовская область,2015,238.38,0.7704514886338408,279489.9,102.7,67.8,2142.22,153.2
Ростовская область,2016,252.66,0.1340104969255492,323310.7,115.8,67.9,2212.1,113.0
Ростовская область,2017,217.88,0.270862959626164,339309.1,107.6,67.9,2374.4,107.0
Ростовская область,2018,199.43,0.1980785195723432,365327.5,91.4,68.0,2406.87,110.6
Ростовская область,2019,203.24,0.0811967475898026,386764.0,105.8,68.1,2222.32,102.8
Ростовская область,2020,189.6,0.119488559479433,406006.0,97.1,68.0,2141.64,101.8
Ростовская область,2021,199.79,0.0526357936906946,485902.3,108.4,67.9,2230.72,110.0
