,Регион,Год,Объем_сточных_вод_млн_м3,Инвестиции_в_ООС_тыс_руб,ВРП_млн_руб,ВРП_на_душу_руб,Индексы_производства_продукции_СХ_%,Доля_городского_населения_%,Использование_свеж_воды_млн_м3,Индекс_промыш_производства_%,Cluster
515,Костромская область,2011,46.0,340472.0,116629.8,176159.8,111.3,70.2,1905.0,108.2,1
516,Костромская область,2012,47.44,118393.0,130840.4,199938.0,98.0,70.5,1906.9,103.7,1
517,Костромская область,2013,40.54,59809.0,139015.9,214581.7,93.0,70.9,1982.26,104.6,1
518,Костромская область,2014,37.06,154313.0,146731.5,228669.8,97.3,71.4,2076.02,100.0,1
519,Костромская область,2015,36.41,50182.0,160579.8,252781.6,95.1,71.6,1781.24,91.5,1
520,Костромская область,2016,35.79,103546.32,170225.1,271006.1,96.7,72.0,1988.09,101.8,1
521,Костромская область,2017,35.38,77212.18000000001,178485.6,287837.4,93.4,72.4,1864.94,107.0,1
522,Костромская область,2018,33.91,352523.0,191812.9,314092.1,97.9,72.6,1810.9,97.1,1
523,Костромская область,2019,35.23,142542.0,203821.4,338677.9,101.0,73.0,1727.85,108.2,1
524,Костромская область,2020,36.81,184974.0,204114.1,343868.4,106.2,73.4,1137.57,90.1,1
525,Костромская область,2021,39.3,1861148.0,247508.0,424108.4,95.5,73.8,1587.89,113.4,1
526,Костромская область,2022,38.08,558204.0,276043.9,480119.7,100.4,74.1,1724.02,92.5,1
527,Костромская область,2023,33.0,2035343.0,316018.22689999995,555311.3,105.6,74.5,1548.0,108.6,1
528,Краснодарский край,2000,1076.0,265715.0,137125.3,26713.9,114.8,53.5,3572.0,109.7,0
529,Краснодарский край,2001,1039.0,735365.0,179177.5,34912.4,110.3,53.5,3483.0,101.5,0
530,Краснодарский край,2002,986.0,2810870.6,217727.6,42477.6,105.8,53.5,3485.0,105.0,0
531,Краснодарский край,2003,1252.0,291087.0,248565.5,48572.8,90.5,53.5,3397.0,105.1,0
532,Краснодарский край,2004,1226.0,397198.0,313623.6,61291.7,118.6,52.8,3231.0,105.6,0
533,Краснодарский край,2005,795.0,773216.0,372929.8,72794.1,102.5,52.8,3105.0,109.2,0
534,Краснодарский край,2006,907.0,1084194.0,483950.7,94244.0,104.1,52.8,3413.0,122.9,0
535,Краснодарский край,2007,887.0,916713.0,648211.3,125700.4,98.7,52.8,3420.0,110.9,0
536,Краснодарский край,2008,858.0,723874.0,803834.1,155103.6,123.1,52.8,3253.0,100.4,0
537,Краснодарский край,2009,820.0,1367065.4,861603.3,165555.1,94.8,52.8,3107.0,87.8,0
538,Краснодарский край,2010,863.0,1890411.8,1028308.4,196914.3,102.8,52.9,3142.0,104.2,0
539,Краснодарский край,2011,920.0,3386060.8,1244652.8,236464.8,111.2,53.4,3278.0,107.1,0
540,Краснодарский край,2012,891.89,1666389.31,1459490.8,273999.1,88.3,53.7,3235.77,108.3,0
541,Краснодарский край,2013,839.32,1612469.44,1662969.1,307971.4,106.6,54.2,3013.79,102.5,0
542,Краснодарский край,2014,832.89,11966143.93,1784833.5,326019.5,101.4,54.5,3005.12,105.3,0
543,Краснодарский край,2015,857.77,5100720.219999999,1933512.1,348836.0,102.9,54.8,3055.94,104.8,0
544,Краснодарский край,2016,900.88,2801736.3600000003,2257074.5,401975.1,105.2,55.2,3155.94,104.9,0
545,Краснодарский край,2017,765.93,1886815.26,2422752.7,427061.4,101.7,55.6,3168.35,104.5,0
546,Краснодарский край,2018,718.03,1969187.0,2499915.5,436674.8,96.4,56.0,3157.43,101.6,0
547,Краснодарский край,2019,732.17,1458142.0,2577131.1,446335.4,108.9,56.2,3779.93,102.9,0
548,Краснодарский край,2020,518.52,3717937.0,2667228.2,459481.1,91.4,56.6,2871.89,95.0,0
549,Краснодарский край,2021,672.19,45548774.0,3280988.8,563372.1,114.0,57.0,3162.43,108.3,0
550,Краснодарский край,2022,800.87,51457021.0,4304028.3,738801.1,109.7,57.1,2704.82,103.8,0
551,Краснодарский край,2023,34.0,40319495.0,4772036.0214,819068.7,95.7,57.3,692.0,106.0,0
552,Красноярский край,2000,617.0,2249125.0,214662.7,71281.0,103.9,75.4,2900.0,102.1,0
553,Красноярский край,2001,620.0,2341158.0,239420.0,80038.8,100.9,75.6,2604.0,102.1,0
554,Красноярский край,2002,611.0,2367420.4000000004,230994.9,77729.0,101.4,75.8,2605.0,104.3,0
555,Красноярский край,2003,578.0,5122820.8,272727.0,92547.5,102.3,76.0,2789.0,106.2,0
556,Красноярский край,2004,531.0,7243698.0,365454.1,125287.8,101.5,76.0,2494.0,103.7,0
557,Красноярский край,2005,531.0,10310848.4,439736.9,152389.0,101.7,75.7,2755.0,100.8,0
558,Красноярский край,2006,462.0,5070038.199999999,585881.9,205042.4,102.1,75.5,2545.0,101.0,0
559,Красноярский край,2007,449.0,5309869.5,734154.8,258394.3,104.0,76.0,2643.0,102.4,0
560,Красноярский край,2008,481.0,7425796.9,737950.5,260318.2,103.3,75.8,3018.0,104.0,0
561,Красноярский край,2009,453.0,7819780.5,749194.8,264478.7,102.7,76.0,2456.0,98.3,0
562,Красноярский край,2010,444.0,8668285.2,1055525.0,372848.1,95.7,76.4,2296.0,135.8,0
563,Красноярский край,2011,448.0,12826362.36,1170827.3,413129.4,98.1,76.7,2218.0,107.3,0
564,Красноярский край,2012,425.63,15764305.5,1183228.0,416138.6,93.1,77.0,2348.65,109.3,0
565,Красноярский край,2013,391.11,19709912.5,1256934.1,440842.2,99.0,77.4,2084.47,109.3,0
566,Красноярский край,2014,366.69,25424580.07,1410719.9,493601.6,95.1,77.7,1931.37,102.3,0
567,Красноярский край,2015,327.23,41538712.190000005,1667041.1,581761.5,100.3,78.0,2114.17,99.0,0
568,Красноярский край,2016,313.28,37959950.13,1821899.9,633831.3,103.3,78.3,1916.8,99.0,0
569,Красноярский край,2017,308.33,36270629.690000005,1977016.1,686444.6,94.4,78.5,2006.24,103.9,0
570,Красноярский край,2018,304.71,27320992.0,2374749.9,824537.3,101.6,78.8,1909.84,106.4,0
571,Красноярский край,2019,317.81,24181081.0,2696158.9,937587.0,104.5,78.9,1848.77,101.7,0
572,Красноярский край,2020,321.61,48650512.0,2725096.7,950427.4,108.1,79.1,1542.13,91.7,0
573,Красноярский край,2021,323.63,171705582.0,3122115.3,1091894.6,95.7,79.4,1458.77,98.1,0
574,Красноярский край,2022,299.25,251776921.0,3319026.2,1164188.7,103.7,79.6,1940.76,103.2,0
575,Красноярский край,2023,299.0,205990233.0,3719646.8022,1307050.7,96.1,79.8,1843.0,98.4,0
576,Курганская область,2000,62.0,95468.2,18705.2,17758.7,94.7,56.3,84.0,102.36,1
577,Курганская область,2001,18.0,66593.6,25379.6,24429.3,104.3,56.4,82.0,115.91,1
578,Курганская область,2002,62.0,80515.6,29940.8,29253.3,91.6,56.4,74.0,90.46,1
579,Курганская область,2003,57.0,130911.0,37046.2,36759.0,94.1,57.0,68.0,113.03,1
580,Курганская область,2004,57.0,239105.0,42470.6,42889.3,87.0,57.6,71.0,106.1,1
581,Курганская область,2005,59.0,232234.5,50245.8,51724.0,114.5,58.4,70.0,105.4,1
582,Курганская область,2006,57.0,267915.8,68434.5,71738.6,103.1,58.9,67.0,106.8,1
583,Курганская область,2007,56.0,342580.0,81076.0,86224.4,103.5,59.3,63.0,105.9,1
584,Курганская область,2008,54.0,773493.8,106223.2,114237.4,102.7,59.5,61.0,101.3,1
585,Курганская область,2009,52.0,1735459.0,107914.5,117058.7,104.2,59.9,62.0,77.0,1
586,Курганская область,2010,50.0,681362.6,117879.5,129013.4,78.1,60.3,62.0,113.2,1
587,Курганская область,2011,46.0,1300600.1,136325.1,151306.2,148.1,60.5,63.0,110.4,1
588,Курганская область,2012,42.55,496801.0,146045.5,164761.4,69.7,60.9,63.9,110.5,1
589,Курганская область,2013,39.79,715600.0,167037.9,191153.9,114.8,61.5,58.78,100.8,1
590,Курганская область,2014,38.54,627518.01,170310.3,197378.8,85.5,62.0,52.93,97.7,1
591,Курганская область,2015,37.86,52784.3,179436.3,210550.4,107.1,62.4,54.25,101.8,1
592,Курганская область,2016,37.97,123313.16,202100.4,240205.5,104.5,62.5,49.4,102.2,1
593,Курганская область,2017,36.09,526505.76,209985.5,252940.7,106.1,62.7,51.74,101.9,1
594,Курганская область,2018,33.18,664755.0,215589.9,263729.8,92.9,63.1,49.89,101.2,1
595,Курганская область,2019,31.79,1537889.0,236825.8,294094.2,101.9,63.4,46.39,105.4,1
596,Курганская область,2020,32.17,1307120.0,240188.2,302428.2,88.2,63.6,44.35,97.7,1
597,Курганская область,2021,31.31,245654.0,272175.2,348779.7,88.2,64.0,45.32,104.8,1
598,Курганская область,2022,29.02,434899.0,339533.9,442701.5,149.0,64.2,43.28,105.4,1
599,Курганская область,2023,28.0,1003406.0,380466.7422,502403.0,79.7,64.4,44.0,117.1,1
600,Курская область,2000,39.0,50606.0,30167.7,23677.7,119.7,60.8,320.0,102.5,1
601,Курская область,2001,38.0,40780.0,36399.8,28946.1,101.5,61.1,308.0,86.3,1
602,Курская область,2002,38.0,70795.4,45309.4,36545.7,108.3,61.4,311.0,103.9,1
603,Курская область,2003,35.0,56870.0,56383.1,46131.2,98.3,61.7,314.0,119.3,1
604,Курская область,2004,35.0,27588.0,76506.1,63512.1,102.5,62.0,303.0,104.7,1
605,Курская область,2005,34.0,90143.0,86624.9,72995.3,101.4,62.6,323.0,104.5,1
606,Курская область,2006,33.0,86096.0,104035.7,88949.4,101.3,63.1,263.0,106.5,1
607,Курская область,2007,34.0,73994.0,128799.0,111348.4,110.3,63.7,265.0,104.1,1
608,Курская область,2008,35.0,102885.6,167865.8,146276.4,121.3,64.2,250.0,95.0,1
609,Курская область,2009,33.0,53674.0,161570.9,141833.5,99.3,64.7,244.0,100.0,1
610,Курская область,2010,37.0,83820.0,193648.6,171322.1,81.4,65.4,248.0,106.5,1
611,Курская область,2011,50.0,152632.0,228851.4,203725.7,147.2,65.9,240.0,104.6,1
612,Курская область,2012,45.21,152607.0,248213.1,221698.6,108.0,66.4,233.39,103.3,1
613,Курская область,2013,15.8,114762.0,271542.5,242938.0,115.1,66.5,228.68,100.8,1
614,Курская область,2014,14.44,233480.0,298287.3,267217.4,113.9,66.8,229.85,105.8,1
615,Курская область,2015,36.06,74191.0,336999.4,301870.7,101.0,67.2,218.58,104.3,1
616,Курская область,2016,36.4,147676.0,379011.3,338778.3,112.5,67.5,202.39,104.9,1
617,Курская область,2017,38.3,317837.0,404759.8,362712.1,108.5,67.7,208.62,103.2,1
618,Курская область,2018,35.93,271245.0,451000.5,407221.0,100.4,68.0,206.14,100.9,1
619,Курская область,2019,35.57,217208.0,495864.4,450211.6,107.4,68.3,210.84,102.0,1
620,Курская область,2020,35.08,0.0,523000.5,477362.7,108.1,68.4,205.95,103.2,1
621,Курская область,2021,32.47,0.0,688469.1,634611.0,88.9,68.5,219.26,107.7,1
622,Курская область,2022,33.07,16665479.0,665472.5,620432.2,118.9,68.5,206.81,94.5,1
623,Курская область,2023,33.0,14146514.0,747687.1151,702737.9,105.0,68.8,199.0,111.3,1
624,Ленинградская область,2000,424.0,587950.8,56001.9,33265.1,102.6,66.3,5329.0,109.1,0
625,Ленинградская область,2001,410.0,1081763.4,75858.6,45248.2,104.4,66.4,6294.0,104.78,0
626,Ленинградская область,2002,398.0,1387768.8,94747.0,56738.1,109.3,66.4,5681.0,119.75,0
627,Ленинградская область,2003,387.0,4034230.7,121222.3,72578.7,91.0,66.4,5930.0,113.3,0
628,Ленинградская область,2004,383.0,5656959.0,166445.0,99230.0,97.7,66.2,5775.0,123.2,0
629,Ленинградская область,2005,356.0,3066890.8,205416.9,122024.2,102.0,66.0,5879.0,108.1,0
630,Ленинградская область,2006,355.0,5510181.7,265260.4,157122.1,99.0,65.9,5937.0,126.4,0
631,Ленинградская область,2007,324.0,4323053.9,309028.6,182657.9,102.2,66.0,6255.0,102.8,0
632,Ленинградская область,2008,324.0,3673245.6,383255.4,226011.0,102.2,65.9,6849.0,101.0,0
633,Ленинградская область,2009,313.0,2050873.6,430395.5,252890.9,103.5,65.8,6149.0,96.9,0
634,Ленинградская область,2010,291.0,584823.0,490303.7,286435.4,102.3,65.7,6623.0,114.3,0
635,Ленинградская область,2011,231.0,2754594.0,581712.0,336137.4,109.3,64.7,6630.0,110.6,0
636,Ленинградская область,2012,238.71,16836047.2,672066.9,382821.7,107.6,65.1,5530.28,105.7,0
637,Ленинградская область,2013,277.31,14368332.7,678718.3,381510.3,104.2,65.3,4522.26,95.6,0
638,Ленинградская область,2014,267.25,68591844.48,703325.6,390916.1,101.0,65.4,5461.34,100.2,0
639,Ленинградская область,2015,269.17,1366673.0000000002,849616.6,468084.8,101.8,65.3,5706.1,99.6,0
640,Ленинградская область,2016,272.18,49541797.39999999,953668.3,520669.6,95.7,65.0,5850.95,103.7,0
641,Ленинградская область,2017,334.06,31039378.0,1002543.3,539983.3,99.8,64.3,5527.22,100.5,0
642,Ленинградская область,2018,329.25,32036700.0,1147644.4,606440.8,103.9,63.8,5569.92,104.9,0
643,Ленинградская область,2019,302.19,25291040.0,1223679.6,633301.4,101.0,66.2,4958.75,105.1,0
644,Ленинградская область,2020,301.58,23526790.0,1238641.3,630638.4,100.9,66.8,4326.35,98.9,0
645,Ленинградская область,2021,299.07,4391037.0,1473287.1,739732.7,101.1,67.1,3436.32,107.9,0
646,Ленинградская область,2022,290.52,4388312.0,1657842.6,822793.9,103.4,67.1,3538.66,96.8,0
647,Ленинградская область,2023,278.0,9829591.0,1915187.7267,943551.9,101.1,67.5,3403.0,107.7,0
648,Липецкая область,2000,149.0,225454.0,48067.7,39050.9,108.2,64.1,294.0,114.1,1
649,Липецкая область,2001,146.0,421930.0,50574.1,41308.6,111.7,64.1,292.0,107.2,1
650,Липецкая область,2002,137.0,604955.0,70590.5,58065.7,102.3,64.3,285.0,114.2,1
651,Липецкая область,2003,126.0,714760.0,96241.9,79661.2,110.9,64.4,264.0,106.5,1
652,Липецкая область,2004,125.0,1103890.0,141778.3,117959.2,101.1,64.5,258.0,104.6,1
653,Липецкая область,2005,127.0,2117063.0,145194.4,121376.2,109.6,63.1,251.0,102.3,1
654,Липецкая область,2006,124.0,3852349.0,179057.3,150197.1,106.3,63.2,245.0,111.6,1
655,Липецкая область,2007,114.0,1715673.0,209821.5,176534.6,111.4,63.3,230.0,103.7,1
656,Липецкая область,2008,140.0,3714541.0,259532.2,219135.8,120.9,63.4,224.0,94.3,1
657,Липецкая область,2009,101.0,8676344.0,226662.0,192165.2,100.8,63.5,177.0,86.9,1
658,Липецкая область,2010,87.0,9769211.0,248544.9,211610.6,77.6,63.7,175.0,110.7,1
659,Липецкая область,2011,82.0,9345930.0,287816.8,245988.4,145.0,63.7,169.0,111.1,1
660,Липецкая область,2012,86.78,3972573.0,293301.3,251272.6,102.6,63.8,164.85,107.4,1
661,Липецкая область,2013,80.05,4742284.0,315685.4,270671.8,112.6,63.7,163.76,100.3,1
662,Липецкая область,2014,79.09,7444498.0,398464.5,341690.5,100.3,63.7,156.21,102.9,1
663,Липецкая область,2015,75.74,12251771.0,448994.3,384877.6,106.8,63.6,156.46,100.8,1
664,Липецкая область,2016,83.03,14379306.0,501263.5,429064.8,107.7,63.4,152.79,103.4,1
665,Липецкая область,2017,76.83,6876379.0,522266.2,447280.1,105.5,63.4,156.93,102.9,1
666,Липецкая область,2018,69.34,15397440.0,604396.2,519293.4,106.7,63.4,163.38,103.7,1
667,Липецкая область,2019,75.5,8780553.0,570022.9,491045.2,111.4,63.4,161.92,96.4,1
668,Липецкая область,2020,68.21,8149343.0,618273.1,535237.5,106.4,63.3,155.92,102.5,1
669,Липецкая область,2021,65.47,38041519.0,853038.4,745419.3,88.9,63.0,163.81,106.0,1
670,Липецкая область,2022,64.6,29755002.0,792823.2,700248.9,114.9,63.0,153.08,96.8,1
671,Липецкая область,2023,67.0,22768062.0,950272.5327,847501.2,103.5,62.9,153.0,109.2,1
672,Магаданская область,2000,47.0,182.0,13009.5,65704.6,83.7,91.4,90.0,99.8,0
673,Магаданская область,2001,49.0,10618.0,17151.6,89987.5,90.6,91.9,96.0,106.3,0
674,Магаданская область,2002,42.0,5118.0,22374.8,121272.5,123.7,92.6,92.0,109.4,0
675,Магаданская область,2003,40.0,99156.0,24325.9,135180.6,118.9,93.1,86.0,93.7,0
676,Магаданская область,2004,34.0,21966.0,24612.3,139840.3,90.4,93.6,84.0,95.6,0
677,Магаданская область,2005,28.0,97357.8,27167.8,157798.9,95.6,94.1,73.0,102.6,0
678,Магаданская область,2006,28.0,198698.1,31203.2,185017.6,103.9,94.4,72.0,88.8,0
679,Магаданская область,2007,29.0,373724.4,35314.4,213449.6,103.0,94.6,75.0,91.0,0
680,Магаданская область,2008,30.0,134850.1,42053.8,258848.1,104.6,94.9,77.0,102.1,0
681,Магаданская область,2009,29.0,425995.4,47895.9,299403.8,102.5,95.2,77.0,105.8,0
682,Магаданская область,2010,27.0,427345.0,59619.7,377895.0,97.6,95.5,77.0,103.9,0
683,Магаданская область,2011,26.0,874662.0,72174.2,464366.7,94.5,95.6,79.0,108.3,0
684,Магаданская область,2012,16.78,2172371.0,78417.9,511959.6,110.1,95.7,79.44,110.0,0
685,Магаданская область,2013,16.26,2051202.0,88905.9,589096.7,86.2,95.8,83.09,103.0,0
686,Магаданская область,2014,14.25,2245064.0,96936.8,652303.2,99.2,95.9,83.11,109.0,0
687,Магаданская область,2015,12.92,2364114.0,125798.3,858967.0,114.2,95.9,74.85,107.5,0
688,Магаданская область,2016,13.6,896178.0,153879.8,1060991.5,100.9,96.0,73.2,100.8,0
689,Магаданская область,2017,14.51,2363904.0,161851.2,1125991.6,111.4,96.2,71.82,107.7,0
690,Магаданская область,2018,11.14,739736.0,176370.6,1247255.2,96.0,96.3,83.62,109.6,0
691,Магаданская область,2019,4.87,1219314.0,214414.9,1539596.1,89.4,96.4,78.42,112.6,0
692,Магаданская область,2020,14.15,1510956.0,285146.0,2066380.4,103.9,96.4,75.24,105.7,0
693,Магаданская область,2021,13.78,10249999.0,320159.6,2343311.4,94.1,96.4,75.33,106.0,0
694,Магаданская область,2022,13.52,5317233.0,315919.1,2338219.1,107.7,96.5,74.3,101.1,0
695,Магаданская область,2023,14.0,14662127.0,403892.8512,3017481.0,106.0,96.5,74.0,92.9,0
696,Московская область,2000,638.0,162972.0,176693.6,26687.7,109.9,79.5,1900.0,111.7,0
697,Московская область,2001,618.0,1067967.8,235159.6,35569.3,91.4,79.4,1847.0,104.5,0
698,Московская область,2002,630.0,1056491.4,312950.0,47323.5,102.3,79.3,1787.0,107.2,0
699,Московская область,2003,626.0,1186984.2,412089.3,62023.3,101.1,79.4,1710.0,129.48,0
700,Московская область,2004,643.0,436600.0,535204.4,79833.2,99.2,80.2,1609.0,115.8,0
701,Московская область,2005,635.0,486832.2,708062.1,104738.3,101.3,80.1,1486.0,114.1,0
702,Московская область,2006,617.0,1545774.86,934328.9,137092.1,99.7,80.3,1595.0,113.0,0
703,Московская область,2007,597.0,693951.2,1295649.9,188565.3,101.1,79.9,1512.0,106.2,0
704,Московская область,2008,588.0,1320771.92,1645753.0,237595.8,98.4,80.2,1618.0,106.0,0
705,Московская область,2009,565.0,335495.4,1519446.3,217339.7,105.4,80.2,1635.0,86.8,0
706,Московская область,2010,1309.0,1355461.4,1832867.3,259421.5,82.6,80.1,2482.0,107.1,0
707,Московская область,2011,1220.0,710192.6,2176795.3,303386.9,125.1,80.0,2747.0,109.7,0
708,Московская область,2012,1214.41,1309293.4,2357081.9,322242.7,94.2,80.0,2345.25,107.9,0
709,Московская область,2013,1190.05,5592517.66,2545951.5,341618.7,95.8,79.9,2261.72,105.2,0
710,Московская область,2014,1121.91,2219329.2,2742886.1,361238.5,99.2,79.8,2183.47,104.1,0
711,Московская область,2015,1077.78,1703660.7,3180924.6,411183.7,105.6,79.7,2030.24,101.1,0
712,Московская область,2016,1066.87,800852.3999999999,4206506.0,533624.2,99.2,79.6,1890.04,114.7,0
713,Московская область,2017,1035.69,6694015.799999999,4290261.2,534666.5,95.8,79.4,1806.14,108.0,0
714,Московская область,2018,956.19,2552089.0,4644635.0,569142.7,102.5,79.2,1718.93,109.8,0
715,Московская область,2019,870.35,1768374.0,5196136.4,625811.9,109.4,79.0,1747.9,113.1,0
716,Московская область,2020,853.02,4238939.0,5406076.5,643208.1,98.0,78.7,1645.4,109.7,0
717,Московская область,2021,902.13,4320111.0,6809951.1,802156.1,104.8,78.5,1706.21,121.9,0
718,Московская область,2022,807.74,13171218.0,7720842.600000001,901231.0,102.4,78.3,1731.29,102.9,0
719,Московская область,2023,806.0,18215647.0,9244579.6439,1072270.7,103.1,78.0,1779.0,116.1,0
720,Мурманская область,2000,429.0,325606.0,55135.0,59157.8,104.1,92.3,1720.0,104.67,0
721,Мурманская область,2001,370.0,1397838.2,57569.3,62965.4,95.5,92.3,1722.0,101.1,0
722,Мурманская область,2002,366.0,906183.0,68445.4,76236.9,94.0,92.2,1663.0,96.92,0
723,Мурманская область,2003,339.0,861546.0,80604.1,91442.1,84.3,92.3,1666.0,104.02,0
724,Мурманская область,2004,374.0,711671.0,124972.0,144469.3,90.2,92.0,1739.0,104.3,0
725,Мурманская область,2005,394.0,651822.0,132870.2,156652.5,105.5,92.3,1627.0,100.2,0
726,Мурманская область,2006,329.0,677491.0,158127.0,190124.3,110.1,92.5,1732.0,101.5,0
727,Мурманская область,2007,383.0,354648.0,191584.6,233765.5,105.8,92.6,1605.0,98.2,0
728,Мурманская область,2008,356.0,1230838.0,213733.5,263755.5,104.0,92.7,1622.0,94.6,0
729,Мурманская область,2009,352.0,1612973.0,202235.5,251956.9,100.9,92.7,1610.0,96.5,0
730,Мурманская область,2010,339.0,2905218.0,233438.9,292926.1,96.3,92.8,1502.0,103.2,0
731,Мурманская область,2011,334.0,1870034.0,263811.7,334720.5,99.8,92.8,1586.0,99.5,0
732,Мурманская область,2012,375.84,1330663.0,283846.2,365920.8,101.7,92.9,1472.39,102.7,0
733,Мурманская область,2013,333.59,2393880.0,306578.7,402526.1,77.0,93.0,1593.08,99.8,0
734,Мурманская область,2014,331.01,6218503.0,328291.8,438309.7,81.1,93.0,1560.96,99.8,0
735,Мурманская область,2015,328.28,13020801.0,401582.7,543412.9,77.0,93.0,1373.41,106.8,0
736,Мурманская область,2016,319.78,3813838.0,467006.5,640507.9,76.2,93.0,1393.24,106.6,0
737,Мурманская область,2017,317.91,4450006.0,479352.8,666306.4,103.5,93.0,1418.22,111.6,0
738,Мурманская область,2018,297.86,45708948.0,521051.5,734566.5,102.6,93.0,1446.87,101.5,0
739,Мурманская область,2019,266.47,67787982.0,616504.1,883121.0,94.4,93.0,1368.91,108.0,0
740,Мурманская область,2020,127.24,14645294.0,798450.1,1164918.2,106.5,93.1,1422.94,101.0,0
741,Мурманская область,2021,131.06,10548782.0,1106607.7,1646950.9,106.5,93.1,1327.02,105.7,0
742,Мурманская область,2022,110.83,9748823.0,1148670.7,1735233.4,89.6,93.0,1435.35,95.9,0
743,Мурманская область,2023,124.0,14399984.0,1127497.3369,1714647.5,106.1,93.0,1586.0,97.5,0
744,Ненецкий автономный округ,2000,1.12,56640.0,11924.0,,90.6,62.3,4.72,108.99,3
745,Ненецкий автономный округ,2001,1.01,167506.0,11883.5,,100.6,62.8,5.0,143.5,3
746,Ненецкий автономный округ,2002,1.11,305787.0,16480.8,,90.6,63.4,6.0,111.9,3
747,Ненецкий автономный округ,2003,1.21,35885.0,25040.6,599201.7,92.6,63.9,7.0,143.92,3
748,Ненецкий автономный округ,2004,1.19,269486.0,39586.7,944926.1,98.3,64.7,7.0,142.6,3
749,Ненецкий автономный округ,2005,1.2,947789.9,44718.3,1067007.7,96.9,65.3,11.0,115.4,3
750,Ненецкий автономный округ,2006,1.35,6912716.0,67248.4,1605587.4,109.0,66.0,12.0,104.8,3
751,Ненецкий автономный округ,2007,1.57,496431.0,97838.3,2336326.5,89.6,66.6,11.0,105.2,3
752,Ненецкий автономный округ,2008,1.59,1241797.0,91476.4,2184301.8,106.6,67.2,18.0,107.7,3
753,Ненецкий автономный округ,2009,1.63,81654.90000000001,130177.7,3100503.1,99.9,67.0,28.0,128.1,3
754,Ненецкий автономный округ,2010,0.3,823265.0,145928.3,3465406.9,112.1,67.9,30.0,96.5,3
755,Ненецкий автономный округ,2011,0.2,1019875.0,165431.3,3926593.4,109.7,69.0,30.0,83.9,3
756,Ненецкий автономный округ,2012,0.11,241307.0,157067.1,3721264.5,106.6,69.9,28.97,89.3,3
757,Ненецкий автономный округ,2013,0.13,292813.0,173170.2,4099188.4,81.5,70.7,33.48,96.5,3
758,Ненецкий автономный округ,2014,0.01,1180497.0,187009.8,4426058.3,95.7,71.7,9.22,105.9,3
759,Ненецкий автономный округ,2015,0.01,1075468.0,227193.5,5359728.6,110.6,72.3,14.09,110.2,3
760,Ненецкий автономный округ,2016,0.41,1558977.0,261772.5,6173733.5,132.1,72.3,13.93,115.3,3
761,Ненецкий автономный округ,2017,0.31,4650126.0,265790.9,6302095.4,88.7,72.6,14.9,96.9,3
762,Ненецкий автономный округ,2018,0.42,1098524.0,320405.7,7658795.0,103.3,72.9,15.13,96.5,3
763,Ненецкий автономный округ,2019,0.12,312068.0,330999.0,7954412.5,95.3,73.4,15.58,98.9,3
764,Ненецкий автономный округ,2020,0.09,3650128.0,230674.3,5547322.7,87.2,73.8,21.67,88.9,3
765,Ненецкий автономный округ,2021,0.0,2375.0,409388.3,9866203.9,125.6,74.2,20.51,102.4,3
766,Ненецкий автономный округ,2022,0.0,300431.0,488014.4,11786365.0,95.9,74.5,22.05,112.1,3
767,Ненецкий автономный округ,2023,0.0,515966.0,501455.4618,11995394.3,102.8,74.8,20.0,93.7,3
768,Нижегородская область,2000,580.0,661879.3,105055.9,29090.1,103.3,78.0,1295.0,92.6,0
769,Нижегородская область,2001,545.0,447721.7,149322.6,41773.2,104.1,78.1,1268.0,98.0,0
770,Нижегородская область,2002,468.0,463243.0,170826.5,48321.6,97.2,78.2,1235.0,104.3,0
771,Нижегородская область,2003,461.0,1006467.4,206926.0,59149.2,100.2,78.3,1202.0,106.4,0
772,Нижегородская область,2004,421.0,798728.0,241230.4,69629.5,98.1,78.1,1188.0,101.6,0
773,Нижегородская область,2005,425.0,974285.3,299723.7,87354.7,105.5,78.3,1197.0,103.3,0
774,Нижегородская область,2006,420.0,1094366.5,376180.3,110662.7,101.1,78.4,1174.0,108.9,0
775,Нижегородская область,2007,410.0,1525075.8,473307.4,140297.9,96.1,78.5,1193.0,100.5,0
776,Нижегородская область,2008,410.0,2027776.0,588790.8,175587.1,103.3,78.6,1150.0,90.4,0
777,Нижегородская область,2009,379.0,986657.0,547223.0,164071.8,104.1,78.8,1121.0,77.9,0
778,Нижегородская область,2010,472.0,1798424.0,652805.9,196792.5,78.3,78.9,1112.0,116.7,0
779,Нижегородская область,2011,461.0,2465125.0,770774.0,233524.0,121.7,79.0,1064.0,107.7,0
780,Нижегородская область,2012,451.37,5402627.0,842195.5,256111.3,97.9,79.1,1040.73,104.1,0
781,Нижегородская область,2013,524.59,5835660.0,925182.0,282292.6,97.2,79.2,997.14,104.5,0
782,Нижегородская область,2014,396.93,8428897.0,1009460.1,309244.3,104.9,79.4,880.15,100.6,0
783,Нижегородская область,2015,389.6,2481988.0,1104643.2,339831.4,100.8,79.5,858.31,102.5,0
784,Нижегородская область,2016,377.14,2463752.0,1282751.7,396361.6,99.0,79.5,788.69,105.4,0
785,Нижегородская область,2017,369.9,2457780.0,1387920.9,430967.0,100.2,79.5,746.67,104.8,0
786,Нижегородская область,2018,363.24,6499686.0,1502156.2,469309.3,99.6,79.6,758.34,102.3,0
