,Регион,Год,Объем_сточных_вод_млн_м3,Инвестиции_в_ООС,ВРП
1415,Ростовская область,2023,97.0,4612588.0,2693193013.9
1416,Рязанская область,2000,26.0,35480.0,27956.5
1417,Рязанская область,2001,24.0,33926.0,37054.3
1418,Рязанская область,2002,19.0,92793.0,45797.5
1419,Рязанская область,2003,19.0,220546.0,59607.2
1420,Рязанская область,2004,19.0,162959.0,69996.0
1421,Рязанская область,2005,20.0,241787.0,84382.7
1422,Рязанская область,2006,15.0,110202.0,105491.9
1423,Рязанская область,2007,14.0,149918.0,121305.2
1424,Рязанская область,2008,18.0,341862.0,150151.2
1425,Рязанская область,2009,18.0,266160.0,153634.1
1426,Рязанская область,2010,89.0,364502.0,179127.9
1427,Рязанская область,2011,84.0,1078030.0,214142.6
1428,Рязанская область,2012,86.13,1079175.0,253881.6
1429,Рязанская область,2013,85.19,1704469.0,279286.5
1430,Рязанская область,2014,81.14,888889.0,295611.7
1431,Рязанская область,2015,82.26,717454.23,323131.8
1432,Рязанская область,2016,79.51,570738.0,366211.3
1433,Рязанская область,2017,75.66,1375118.2,395276.9
1434,Рязанская область,2018,74.5,405444.0,416183.2
1435,Рязанская область,2019,74.69,283197.0,436417.7
1436,Рязанская область,2020,71.49,215389.0,461214.6
1437,Рязанская область,2021,77.5,574785.0,544053.6
1438,Рязанская область,2022,71.25,27095.0,619185.0
1439,Рязанская область,2023,72.0,3373944.0,692685374.3
1440,Самарская область,2000,645.0,695292.1,140407.4
1441,Самарская область,2001,536.0,588954.0,180049.3
1442,Самарская область,2002,500.0,651490.0,206320.2
1443,Самарская область,2003,489.0,752975.8,256554.6
1444,Самарская область,2004,482.0,711298.0,327118.5
1445,Самарская область,2005,465.0,1302898.7,401812.2
1446,Самарская область,2006,465.0,1943153.3,487713.5
1447,Самарская область,2007,454.0,2836902.4,584968.6
1448,Самарская область,2008,445.0,4549938.84,699295.6
1449,Самарская область,2009,406.0,3102675.0,583999.9
1450,Самарская область,2010,397.0,2868463.73,695651.2
1451,Самарская область,2011,395.0,5187682.9,834149.3
1452,Самарская область,2012,361.51,9097457.0,937434.5
1453,Самарская область,2013,350.97,13654764.0,1048545.8
1454,Самарская область,2014,346.47,20342535.0,1149147.8
1455,Самарская область,2015,366.27,20620343.709999997,1264910.3
1456,Самарская область,2016,367.56,9920619.0,1364822.2
1457,Самарская область,2017,399.13,14254888.0,1449005.7
1458,Самарская область,2018,389.19,6047542.0,1625558.7
1459,Самарская область,2019,366.19,13240839.0,1689575.4
1460,Самарская область,2020,358.17,23995438.0,1625461.8
1461,Самарская область,2021,358.84,31701284.0,2157662.0
1462,Самарская область,2022,350.38,31767985.0,2378451.0
1463,Самарская область,2023,344.0,21913522.0,2646488171.5
1464,Саратовская область,2000,289.0,227610.0,63068.2
1465,Саратовская область,2001,294.0,238662.0,83665.7
1466,Саратовская область,2002,299.0,479905.0,97326.4
1467,Саратовская область,2003,270.0,175817.0,119909.0
1468,Саратовская область,2004,262.0,295508.0,151636.9
1469,Саратовская область,2005,237.0,517930.0,170930.5
1470,Саратовская область,2006,242.0,437140.0,204291.2
1471,Саратовская область,2007,251.0,422411.0,252867.2
1472,Саратовская область,2008,197.0,1168054.0,321747.2
1473,Саратовская область,2009,56.0,1743974.0,326370.4
1474,Саратовская область,2010,24.0,1338766.0,376169.4
1475,Саратовская область,2011,18.0,775009.0,431028.0
1476,Саратовская область,2012,112.22,1131564.0,478275.8
1477,Саратовская область,2013,83.75,644312.0,526178.9
1478,Саратовская область,2014,16.51,1959559.0,566646.1
1479,Саратовская область,2015,12.85,1142504.0,625176.9
1480,Саратовская область,2016,13.0,560872.48,700848.6
1481,Саратовская область,2017,9.68,5268408.5600000005,728946.4
1482,Саратовская область,2018,95.35,1941010.0,773838.6
1483,Саратовская область,2019,98.28,681587.0,809822.6
1484,Саратовская область,2020,89.99,2223637.0,856515.7
1485,Саратовская область,2021,89.59,4132021.0,1009797.7
1486,Саратовская область,2022,95.76,1745147.0,1193979.3
1487,Саратовская область,2023,88.0,4599588.0,1345118998.2
1488,Сахалинская область,2000,69.0,89500.0,34777.0
1489,Сахалинская область,2001,57.0,147101.0,47140.1
1490,Сахалинская область,2002,54.0,19488.0,47139.8
1491,Сахалинская область,2003,52.0,77579.0,63139.2
1492,Сахалинская область,2004,53.0,64908.0,91729.6
1493,Сахалинская область,2005,52.0,1221117.7,121014.1
1494,Сахалинская область,2006,48.0,9736778.6,166105.4
1495,Сахалинская область,2007,45.0,9254228.600000001,286273.0
1496,Сахалинская область,2008,48.0,14796285.2,333581.6
1497,Сахалинская область,2009,49.0,4774079.0,392380.1
1498,Сахалинская область,2010,46.0,520578.0,487659.5
1499,Сахалинская область,2011,46.0,1729514.0,600247.9
1500,Сахалинская область,2012,43.75,3105032.0,641886.4
1501,Сахалинская область,2013,32.91,3628684.0,671743.6
1502,Сахалинская область,2014,30.22,3611845.1300000004,799165.4
1503,Сахалинская область,2015,28.82,6547007.6,837495.2
1504,Сахалинская область,2016,33.97,5737787.0600000005,762510.3
1505,Сахалинская область,2017,33.08,6992982.700000001,784503.4
1506,Сахалинская область,2018,24.91,302380.0,1233164.7
1507,Сахалинская область,2019,25.01,8736613.0,1172226.1
1508,Сахалинская область,2020,26.02,13839785.0,1001689.4
1509,Сахалинская область,2021,26.64,8275948.0,1237949.8
1510,Сахалинская область,2022,23.96,11642756.0,1530380.6
1511,Сахалинская область,2023,27.0,9992976.0,1624560679.7
1512,Свердловская область,2000,826.0,2146950.6,156077.0
1513,Свердловская область,2001,818.0,1726847.7999999998,199859.1
1514,Свердловская область,2002,816.0,1775507.0,234866.4
1515,Свердловская область,2003,869.0,2120831.8,284576.3
1516,Свердловская область,2004,828.0,9731273.0,364368.8
1517,Свердловская область,2005,814.0,3496041.5999999996,475575.5
1518,Свердловская область,2006,821.0,4225123.4,653908.3
1519,Свердловская область,2007,868.0,5836452.399999999,820792.5
1520,Свердловская область,2008,873.0,14056605.7,923550.8
1521,Свердловская область,2009,780.0,7862425.8,825267.4
1522,Свердловская область,2010,763.0,5165484.699999999,1046600.1
1523,Свердловская область,2011,770.0,7054888.0,1291019.1
1524,Свердловская область,2012,712.28,9017467.9,1484879.0
1525,Свердловская область,2013,686.78,12258076.299999999,1568655.2
1526,Свердловская область,2014,667.0,21383667.27,1659783.9
1527,Свердловская область,2015,660.18,22262871.700000003,1822835.0
1528,Свердловская область,2016,616.63,11301037.799999999,2109619.1
1529,Свердловская область,2017,586.2,11110622.329999998,2259526.0
1530,Свердловская область,2018,559.77,15440439.0,2423689.4
1531,Свердловская область,2019,566.42,23835206.0,2535215.0
1532,Свердловская область,2020,556.53,22299614.0,2512654.9
1533,Свердловская область,2021,523.69,22929202.0,3083947.1
1534,Свердловская область,2022,495.36,31601086.0,3469555.3
1535,Свердловская область,2023,486.0,82071730.0,4128119072.1
1536,Смоленская область,2000,109.0,22602.1,28140.6
1537,Смоленская область,2001,99.0,34950.6,36016.3
1538,Смоленская область,2002,93.0,56808.0,42166.1
1539,Смоленская область,2003,91.0,39593.8,49085.7
1540,Смоленская область,2004,94.0,76919.0,56113.9
1541,Смоленская область,2005,90.0,106384.0,65525.6
1542,Смоленская область,2006,90.0,93752.4,79043.4
1543,Смоленская область,2007,85.0,240835.40000000002,95703.4
1544,Смоленская область,2008,82.0,228335.0,121601.3
1545,Смоленская область,2009,79.0,320622.0,125348.9
1546,Смоленская область,2010,73.0,463035.0,154681.1
1547,Смоленская область,2011,68.0,322456.4,180811.5
1548,Смоленская область,2012,66.71,681409.6,201817.0
1549,Смоленская область,2013,62.06,343760.4,225887.1
1550,Смоленская область,2014,57.57,968797.2000000001,234710.1
1551,Смоленская область,2015,58.45,812825.61,256706.8
1552,Смоленская область,2016,58.65,535457.8799999999,283725.5
1553,Смоленская область,2017,59.11,27249.64,313615.8
1554,Смоленская область,2018,54.4,31180.0,335059.9
1555,Смоленская область,2019,46.18,352877.0,349237.6
1556,Смоленская область,2020,44.67,910592.0,365048.1
1557,Смоленская область,2021,43.18,936944.0,428827.5
1558,Смоленская область,2022,44.35,129445.0,483299.8
1559,Смоленская область,2023,49.0,494815.0,556552935.5
1560,Ставропольский край,2000,221.0,146687.2,53732.4
1561,Ставропольский край,2001,228.0,156002.0,67860.4
1562,Ставропольский край,2002,223.0,296295.0,80534.5
1563,Ставропольский край,2003,222.0,572217.0,101382.6
1564,Ставропольский край,2004,224.0,687955.0,122235.4
1565,Ставропольский край,2005,220.0,1420842.0,146569.3
1566,Ставропольский край,2006,211.0,1145897.0,181675.1
1567,Ставропольский край,2007,203.0,2438415.0,222239.6
1568,Ставропольский край,2008,194.0,732770.0,274992.0
1569,Ставропольский край,2009,189.0,1119780.0,277251.0
1570,Ставропольский край,2010,144.0,1497605.0,330790.8
1571,Ставропольский край,2011,138.0,1700000.0,396791.6
1572,Ставропольский край,2012,131.4,2028250.0,431753.4
1573,Ставропольский край,2013,134.37,1907921.0,480905.3
1574,Ставропольский край,2014,132.24,5634894.0,540796.8
1575,Ставропольский край,2015,123.41,1988269.0,621198.3
1576,Ставропольский край,2016,125.36,2955004.0,712594.5
1577,Ставропольский край,2017,125.29,1956679.0,735609.5
1578,Ставропольский край,2018,173.27,3110119.0,784045.7
1579,Ставропольский край,2019,159.1,2542768.0,829223.9
1580,Ставропольский край,2020,164.96,3039420.0,846890.1
1581,Ставропольский край,2021,115.78,1525932.0,1037863.5
1582,Ставропольский край,2022,116.41,2462479.0,1200027.1
1583,Ставропольский край,2023,116.0,1933077.0,1340782014.5
1584,Тамбовская область,2000,67.0,54458.0,23387.3
1585,Тамбовская область,2001,61.0,79610.0,31086.6
1586,Тамбовская область,2002,59.0,126824.0,38897.8
1587,Тамбовская область,2003,55.0,111694.0,46877.7
1588,Тамбовская область,2004,61.0,201554.0,56775.0
1589,Тамбовская область,2005,59.0,299337.0,63614.8
1590,Тамбовская область,2006,53.0,324669.0,79766.2
1591,Тамбовская область,2007,19.0,515178.0,106039.6
1592,Тамбовская область,2008,17.0,338643.0,120836.0
1593,Тамбовская область,2009,13.0,1048296.0,136323.9
1594,Тамбовская область,2010,13.0,417492.0,143902.4
1595,Тамбовская область,2011,9.0,552967.0,173283.1
1596,Тамбовская область,2012,41.76,4552367.02,203331.5
1597,Тамбовская область,2013,39.49,3595393.0,236335.9
1598,Тамбовская область,2014,37.95,2186909.0,285656.5
1599,Тамбовская область,2015,41.37,2472225.0,317213.7
1600,Тамбовская область,2016,40.77,1583670.0,320623.4
1601,Тамбовская область,2017,44.79,3059262.0,320572.4
1602,Тамбовская область,2018,44.66,1141143.0,352202.6
1603,Тамбовская область,2019,42.99,1275887.0,353745.5
1604,Тамбовская область,2020,40.82,2670815.0,376258.7
1605,Тамбовская область,2021,42.83,1956366.0,442996.9
1606,Тамбовская область,2022,40.37,944772.0,473768.7
1607,Тамбовская область,2023,41.0,1620072.0,522646747.7
1608,Тверская область,2000,102.0,77954.0,35341.1
1609,Тверская область,2001,95.0,127406.0,46986.4
1610,Тверская область,2002,88.0,338302.0,55732.6
1611,Тверская область,2003,86.0,383711.0,68805.3
1612,Тверская область,2004,77.0,296249.0,88081.5
1613,Тверская область,2005,79.0,785064.0,96897.4
1614,Тверская область,2006,91.0,34488.0,127363.8
1615,Тверская область,2007,101.0,123954.0,156034.6
1616,Тверская область,2008,99.0,2541182.0,192283.0
1617,Тверская область,2009,92.0,7426255.0,197687.0
1618,Тверская область,2010,99.0,9952371.0,219004.9
1619,Тверская область,2011,93.0,8971388.0,255073.0
1620,Тверская область,2012,90.41,1625581.0,268063.9
1621,Тверская область,2013,90.07,114096.0,298669.2
1622,Тверская область,2014,85.51,415069.7,316613.2
1623,Тверская область,2015,83.59,519540.5,329616.0
1624,Тверская область,2016,77.99,540784.0,397438.9
1625,Тверская область,2017,77.76,329119.0,420671.5
1626,Тверская область,2018,73.58,347074.0,471065.5
1627,Тверская область,2019,68.34,0.0,488367.5
1628,Тверская область,2020,65.91,511770.0,486599.1
1629,Тверская область,2021,73.18,118309.0,564548.5
1630,Тверская область,2022,69.14,250562.0,629399.0
1631,Тверская область,2023,69.0,329112.0,750838374.8
1632,Томская область,2000,18.0,662782.0,40539.5
1633,Томская область,2001,19.0,1055113.4000000001,57041.1
1634,Томская область,2002,19.0,810140.2000000001,75547.0
1635,Томская область,2003,18.0,775490.3,97084.3
1636,Томская область,2004,17.0,966405.0,132439.3
1637,Томская область,2005,12.0,349406.65,159578.5
1638,Томская область,2006,9.0,705421.0,188800.7
1639,Томская область,2007,9.0,1369830.9,214487.0
1640,Томская область,2008,8.0,2018999.4,248906.2
1641,Томская область,2009,9.0,3091875.6500000004,245808.3
1642,Томская область,2010,14.0,1487633.5,284676.7
1643,Томская область,2011,26.0,2854774.7600000002,333885.7
1644,Томская область,2012,24.19,3356940.52,371472.9
1645,Томская область,2013,26.57,5986428.0600000005,402562.1
1646,Томская область,2014,26.28,5408639.53,430266.8
1647,Томская область,2015,23.65,7942134.98,471456.7
1648,Томская область,2016,23.09,8975510.769999998,521043.5
1649,Томская область,2017,22.77,3651025.3100000005,554393.9
1650,Томская область,2018,24.15,2163242.0,612431.7
1651,Томская область,2019,214.13,12862477.0,617903.6
1652,Томская область,2020,180.67,2041379.0,553211.6
1653,Томская область,2021,182.32,9002164.0,723226.5
1654,Томская область,2022,163.46,3903431.0,809594.4
1655,Томская область,2023,140.0,2597371.0,912449396.0
1656,Тульская область,2000,249.0,85645.0,42061.3
1657,Тульская область,2001,257.0,34292.2,52891.2
1658,Тульская область,2002,263.0,67348.2,65416.3
1659,Тульская область,2003,259.0,206432.2,72258.0
1660,Тульская область,2004,261.0,207821.0,88119.6
1661,Тульская область,2005,252.0,279945.0,116221.2
1662,Тульская область,2006,236.0,343984.0,142240.1
1663,Тульская область,2007,216.0,143908.0,174110.9
1664,Тульская область,2008,201.0,358166.0,231730.8
1665,Тульская область,2009,192.0,1964386.0,214925.4
1666,Тульская область,2010,196.0,828025.0,237629.2
1667,Тульская область,2011,187.0,663363.0,279879.3
1668,Тульская область,2012,184.54,3042659.0,311240.3
1669,Тульская область,2013,186.83,2210689.0,348034.8
1670,Тульская область,2014,171.08,1106998.0,411122.3
1671,Тульская область,2015,163.75,1849854.0,477537.8
1672,Тульская область,2016,161.24,1846024.0,552308.4
1673,Тульская область,2017,160.15,2978843.46,594407.6
1674,Тульская область,2018,155.95,4969350.0,666763.0
1675,Тульская область,2019,153.54,264435.0,676822.6
1676,Тульская область,2020,152.19,748555.0,713110.4
1677,Тульская область,2021,135.07,2251119.0,887541.1
1678,Тульская область,2022,127.58,3856452.0,1004283.2
1679,Тульская область,2023,122.0,1233636.0,1149160150.3
1680,Тюменская область,2000,83.0,6680668.699999999,49867.19999999994
1681,Тюменская область,2001,79.0,9511073.0,70821.89999999994
1682,Тюменская область,2002,76.0,5481415.0,83791.5
1683,Тюменская область,2003,72.0,10447297.0,117113.49999999994
1684,Тюменская область,2004,75.0,8439307.0,224818.79999999993
1685,Тюменская область,2005,86.0,13421101.0,374526.7
1686,Тюменская область,2006,100.0,12132136.0,410892.49999999977
1687,Тюменская область,2007,100.0,10583343.5,435794.30000000016
1688,Тюменская область,2008,100.0,13866021.7,464845.1999999997
1689,Тюменская область,2009,100.0,309597.81999999844,442006.8999999999
1690,Тюменская область,2010,103.0,643593.0000000065,547487.8999999998
1691,Тюменская область,2011,104.0,1343856.5999999996,706053.0
1692,Тюменская область,2012,91.84,3675591.0,730636.8
1693,Тюменская область,2013,82.04,12275177.0,845206.2
1694,Тюменская область,2014,88.71,15298034.0,801467.4
1695,Тюменская область,2015,86.63000000000002,4318199.0,905673.4999999995
1696,Тюменская область,2016,86.0,4545893.0,967530.8
1697,Тюменская область,2017,84.0,7525544.0,1083409.4
1698,Тюменская область,2018,82.6,3797546.0,1316650.9
1699,Тюменская область,2019,84.79,3340385.0,1234753.1
1700,Тюменская область,2020,82.71000000000002,15935233.0,1171029.2
1701,Тюменская область,2021,83.85,2976761.0,1573449.4
1702,Тюменская область,2022,89.66,2462814.0,1719984.4
1703,Тюменская область,2023,86.0,2579635.0,1938291885.8
1704,Удмуртская Республика,2000,27.0,197590.2,53307.4
1705,Удмуртская Республика,2001,27.0,292412.6,65551.4
1706,Удмуртская Республика,2002,25.0,330542.8,78346.3
1707,Удмуртская Республика,2003,26.0,160197.4,89034.5
1708,Удмуртская Республика,2004,28.0,173044.0,100833.1
1709,Удмуртская Республика,2005,28.0,322706.0,139995.3
1710,Удмуртская Республика,2006,30.0,544956.6,164848.5
1711,Удмуртская Республика,2007,27.0,561854.0,205647.4
1712,Удмуртская Республика,2008,25.0,1363938.0,243135.5
1713,Удмуртская Республика,2009,23.0,818739.4,230938.3
1714,Удмуртская Республика,2010,105.0,254433.6,274578.1
1715,Удмуртская Республика,2011,127.0,225572.2,335984.0
1716,Удмуртская Республика,2012,117.12,1326940.8,372782.7
1717,Удмуртская Республика,2013,112.19,1089383.2999999998,405126.4
1718,Удмуртская Республика,2014,116.07,968331.72,450548.9
1719,Удмуртская Республика,2015,133.26,1085655.0000000002,517999.8
1720,Удмуртская Республика,2016,109.47,1809858.16,570254.8
1721,Удмуртская Республика,2017,85.76,1195292.26,592037.6
1722,Удмуртская Республика,2018,93.1,931038.0,679938.9
1723,Удмуртская Республика,2019,93.05,1306073.0,722846.0
1724,Удмуртская Республика,2020,76.62,1495953.0,684430.6
1725,Удмуртская Республика,2021,74.61,1260740.0,867612.5
1726,Удмуртская Республика,2022,74.21,1901466.0,965723.7
1727,Удмуртская Республика,2023,68.0,3845159.0,1102900295.2
1728,Ульяновская область,2000,149.0,123614.4,30415.0
1729,Ульяновская область,2001,130.0,129516.0,38563.6
1730,Ульяновская область,2002,127.0,148933.8,45677.0
1731,Ульяновская область,2003,109.0,346049.6,55184.3
1732,Ульяновская область,2004,105.0,273835.0,67501.0
1733,Ульяновская область,2005,115.0,469494.1,80584.4
1734,Ульяновская область,2006,115.0,654224.6000000001,101950.3
1735,Ульяновская область,2007,118.0,1327024.6,124676.2
1736,Ульяновская область,2008,113.0,577214.6,150680.3
1737,Ульяновская область,2009,106.0,541772.2,154247.4
1738,Ульяновская область,2010,111.0,1370761.6,178235.4
1739,Ульяновская область,2011,115.0,133835.0,223672.7
1740,Ульяновская область,2012,110.48,517909.0,240556.1
1741,Ульяновская область,2013,105.41,491512.10000000003,265288.7
1742,Ульяновская область,2014,100.45,710095.2,278808.2
1743,Ульяновская область,2015,121.9,795839.0,304479.1
1744,Ульяновская область,2016,124.94,258759.2,366954.7
1745,Ульяновская область,2017,101.19,621954.0,374827.9
1746,Ульяновская область,2018,93.78,213259.0,386675.4
1747,Ульяновская область,2019,94.03,134860.0,424995.6
1748,Ульяновская область,2020,88.91,381477.0,438968.9
1749,Ульяновская область,2021,91.44,3770.0,508499.1
1750,Ульяновская область,2022,90.08,3486.0,588824.1
1751,Ульяновская область,2023,87.0,4217.0,673635505.1
1752,Хабаровский край,2000,231.0,456426.0,64794.8
1753,Хабаровский край,2001,236.0,531800.0,79891.5
1754,Хабаровский край,2002,220.0,194957.0,101048.6
1755,Хабаровский край,2003,221.0,399762.0,116318.1
1756,Хабаровский край,2004,222.0,274406.0,133330.5
1757,Хабаровский край,2005,217.0,665188.0,161194.4
1758,Хабаровский край,2006,209.0,1838180.0,194259.6
1759,Хабаровский край,2007,203.0,3428604.0,231293.2
1760,Хабаровский край,2008,196.0,1681494.0,269178.6
1761,Хабаровский край,2009,193.0,2084137.0,276895.4
1762,Хабаровский край,2010,191.0,1118838.9,353590.3
1763,Хабаровский край,2011,188.0,2579230.0,399594.2
1764,Хабаровский край,2012,175.52,7959786.0,437994.3
1765,Хабаровский край,2013,177.9,21164769.0,498067.2
1766,Хабаровский край,2014,167.26,5501180.0,539338.4
1767,Хабаровский край,2015,171.19,9077915.0,595792.3
1768,Хабаровский край,2016,172.24,4080685.0,672660.4
1769,Хабаровский край,2017,171.31,6879111.0,697951.0
1770,Хабаровский край,2018,189.82,9182240.0,761589.2
1771,Хабаровский край,2019,181.98,9277330.0,805215.6
1772,Хабаровский край,2020,157.93,6094455.0,856904.8
1773,Хабаровский край,2021,152.23,9518287.0,1017795.1
1774,Хабаровский край,2022,161.78,24723717.0,1067881.5
1775,Хабаровский край,2023,174.0,20447994.0,1262368056.8
1776,Ханты-Мансийский автономный округ — Югра,2000,33.0,5429611.8,403822.2
1777,Ханты-Мансийский автономный округ — Югра,2001,33.0,8213822.0,497981.4
1778,Ханты-Мансийский автономный округ — Югра,2002,35.0,4023402.0,552483.5
1779,Ханты-Мансийский автономный округ — Югра,2003,38.0,7910412.0,717219.7
1780,Ханты-Мансийский автономный округ — Югра,2004,31.0,7159410.0,956196.5
1781,Ханты-Мансийский автономный округ — Югра,2005,31.0,11529835.0,1399335.9
1782,Ханты-Мансийский автономный округ — Югра,2006,33.0,9520527.0,1594097.1
1783,Ханты-Мансийский автономный округ — Югра,2007,38.0,7583561.4,1728340.2
1784,Ханты-Мансийский автономный округ — Югра,2008,42.0,9702761.2,1937159.1
1785,Ханты-Мансийский автономный округ — Югра,2009,46.0,7077361.03,1778637.1
1786,Ханты-Мансийский автономный округ — Югра,2010,55.0,24176098.84,1971870.5
1787,Ханты-Мансийский автономный округ — Югра,2011,39.0,19737002.42,2440432.6
1788,Ханты-Мансийский автономный округ — Югра,2012,40.84,26996854.1,2703558.8
1789,Ханты-Мансийский автономный округ — Югра,2013,77.61,24395945.0,2729122.4
1790,Ханты-Мансийский автономный округ — Югра,2014,545.07,16738264.0,2860498.9
1791,Ханты-Мансийский автономный округ — Югра,2015,462.99,21300434.0,3154058.7
1792,Ханты-Мансийский автономный округ — Югра,2016,891.4,11457052.0,3130196.4
1793,Ханты-Мансийский автономный округ — Югра,2017,86.21,11935067.0,3557367.1
1794,Ханты-Мансийский автономный округ — Югра,2018,83.97,7787591.0,4506739.7
1795,Ханты-Мансийский автономный округ — Югра,2019,83.12,13565306.0,4558879.8
1796,Ханты-Мансийский автономный округ — Югра,2020,93.57,4527197.0,3341832.0
1797,Ханты-Мансийский автономный округ — Югра,2021,86.44,4745699.0,5700228.3
1798,Ханты-Мансийский автономный округ — Югра,2022,70.18,11666952.0,6894316.5
1799,Ханты-Мансийский автономный округ — Югра,2023,69.0,21813424.0,8628903531.6
1800,Челябинская область,2000,741.0,1437371.1,120561.0
1801,Челябинская область,2001,774.0,1675354.0,142461.9
1802,Челябинская область,2002,749.0,2202875.5999999996,172446.4
1803,Челябинская область,2003,721.0,2152344.88,220185.2
1804,Челябинская область,2004,666.0,1753636.0,291179.9
1805,Челябинская область,2005,660.0,4048663.4000000004,349957.2
1806,Челябинская область,2006,655.0,4225204.6,446918.0
1807,Челябинская область,2007,657.0,4739653.0,575643.7
1808,Челябинская область,2008,750.0,6536954.199999999,664492.7
1809,Челябинская область,2009,691.0,6473256.3,556985.3
1810,Челябинская область,2010,845.0,8594155.799999999,652865.5
1811,Челябинская область,2011,836.0,9628687.0,774401.0
1812,Челябинская область,2012,743.86,9265550.0,841972.3
1813,Челябинская область,2013,712.77,8309695.0,882339.6
1814,Челябинская область,2014,678.92,12349776.0,993900.6
1815,Челябинская область,2015,725.4,11816556.0,1209242.7
1816,Челябинская область,2016,692.54,15845192.0,1332761.4
1817,Челябинская область,2017,691.3,16300824.0,1416613.3
1818,Челябинская область,2018,647.02,31922754.0,1521325.4
1819,Челябинская область,2019,230.05,20004319.0,1547518.0
1820,Челябинская область,2020,325.25,34860660.0,1602739.4
1821,Челябинская область,2021,283.63,48782439.0,2064927.6
1822,Челябинская область,2022,286.92,81416871.0,2299718.5
1823,Челябинская область,2023,244.0,57387103.0,2589084626.7
1824,Чеченская Республика,2000,0.22,0.0,
1825,Чеченская Республика,2001,0.86,0.0,
1826,Чеченская Республика,2002,0.02,0.0,
1827,Чеченская Республика,2003,0.01,0.0,
1828,Чеченская Республика,2004,0.01,1500.0,
1829,Чеченская Республика,2005,0.0,0.0,
1830,Чеченская Республика,2006,0.02,0.0,
1831,Чеченская Республика,2007,0.02,0.0,
1832,Чеченская Республика,2008,0.0,0.0,
1833,Чеченская Республика,2009,0.0,414396.0,
1834,Чеченская Республика,2010,0.0,153002.0,
1835,Чеченская Республика,2011,0.0,437646.0,
1836,Чеченская Республика,2012,0.0,1166790.0,
1837,Чеченская Республика,2013,0.0,1619.0,
1838,Чеченская Республика,2014,0.0,624920.0,
1839,Чеченская Республика,2015,0.0,2277675.0,
1840,Чеченская Республика,2016,0.0,2095697.0,
1841,Чеченская Республика,2017,0.0,347738.0,
1842,Чеченская Республика,2018,0.0,4198698.0,
1843,Чеченская Республика,2019,0.0,117550.0,
1844,Чеченская Республика,2020,0.0,52165.0,
1845,Чеченская Республика,2021,0.0,26136.0,
1846,Чеченская Республика,2022,0.0,1081895.0,
1847,Чеченская Республика,2023,0.0,205711.0,397223456.6
1848,Чувашская Республика — Чувашия,2000,132.0,73710.8,22995.1
1849,Чувашская Республика — Чувашия,2001,130.0,153887.8,30778.5
1850,Чувашская Республика — Чувашия,2002,123.0,164256.40000000002,37180.6
1851,Чувашская Республика — Чувашия,2003,126.0,330051.6,45133.1
1852,Чувашская Республика — Чувашия,2004,134.0,126323.0,59573.8
1853,Чувашская Республика — Чувашия,2005,121.0,528896.0,69391.6
1854,Чувашская Республика — Чувашия,2006,121.0,264148.0,93172.0
1855,Чувашская Республика — Чувашия,2007,118.0,351113.0,123453.3
1856,Чувашская Республика — Чувашия,2008,115.0,114016.0,155032.3
1857,Чувашская Республика — Чувашия,2009,91.0,449267.0,139909.5
1858,Чувашская Республика — Чувашия,2010,86.0,1023002.14,157704.6
1859,Чувашская Республика — Чувашия,2011,10.0,2533947.0,188785.7
1860,Чувашская Республика — Чувашия,2012,10.53,4881707.0,217821.1
1861,Чувашская Республика — Чувашия,2013,9.95,1374803.11,223147.9
1862,Чувашская Республика — Чувашия,2014,8.98,3224027.0,237447.2
1863,Чувашская Республика — Чувашия,2015,37.49,2830409.67,251307.0
1864,Чувашская Республика — Чувашия,2016,36.99,953698.8,284659.1
1865,Чувашская Республика — Чувашия,2017,33.11,961636.4700000001,296505.8
1866,Чувашская Республика — Чувашия,2018,83.99,1196739.0,316622.9
1867,Чувашская Республика — Чувашия,2019,72.7,769833.0,339490.4
1868,Чувашская Республика — Чувашия,2020,58.14,2767669.0,346046.4
1869,Чувашская Республика — Чувашия,2021,58.65,1939780.0,399899.3
1870,Чувашская Республика — Чувашия,2022,55.85,1177279.0,501506.5
1871,Чувашская Республика — Чувашия,2023,58.0,314596.0,601316713.6
1872,Чукотский автономный округ,2000,5.0,0.0,3931.4
1873,Чукотский автономный округ,2001,5.0,0.0,6944.6
1874,Чукотский автономный округ,2002,6.0,0.0,10155.4
1875,Чукотский автономный округ,2003,4.44,0.0,13501.1
1876,Чукотский автономный округ,2004,4.85,0.0,12357.8
1877,Чукотский автономный округ,2005,4.3,0.0,12355.4
1878,Чукотский автономный округ,2006,4.61,0.0,15538.0
1879,Чукотский автономный округ,2007,4.6,0.0,20984.1
1880,Чукотский автономный округ,2008,6.0,0.0,30558.7
1881,Чукотский автономный округ,2009,6.0,0.0,45067.6
1882,Чукотский автономный округ,2010,5.0,0.0,38978.1
1883,Чукотский автономный округ,2011,5.0,470255.8,44757.6
1884,Чукотский автономный округ,2012,5.37,272784.89,45633.9
1885,Чукотский автономный округ,2013,4.9,637023.9499999998,44466.9
1886,Чукотский автономный округ,2014,4.86,450153.36999999994,57751.3
1887,Чукотский автономный округ,2015,4.07,114119.92000000001,61735.5
1888,Чукотский автономный округ,2016,3.16,538866.8,72174.1
1889,Чукотский автономный округ,2017,3.05,1646837.0,72873.8
1890,Чукотский автономный округ,2018,3.02,543841.0,83422.6
