,Регион,Год,Объем_сточных_вод_млн_м3,Инвестиции_в_ООС_тыс_руб,ВРП_млн_руб
996,Белгородская область,2012,70.88,11797337.3,545517.2
997,Брянская область,2012,70.83,77670.0,207397.5
998,Владимирская область,2012,123.74,595677.0,286018.6
999,Воронежская область,2012,131.08,493479.0,563965.4
1000,Ивановская область,2012,96.9,932533.0,136115.0
1001,Калужская область,2012,83.86,1735474.0,285256.6
1002,Костромская область,2012,47.44,118393.0,130840.4
1003,Курская область,2012,45.21,152607.0,248213.1
1004,Липецкая область,2012,86.78,3972573.0,293301.3
1005,Московская область,2012,1214.41,1309293.4,2357081.9
1006,Орловская область,2012,52.84,464213.0,146103.2
1007,Рязанская область,2012,86.13,1079175.0,253881.6
1008,Смоленская область,2012,66.71,681409.6,201817.0
1009,Тамбовская область,2012,41.76,4552367.02,203331.5
1010,Тверская область,2012,90.41,1625581.0,268063.9
1011,Тульская область,2012,184.54,3042659.0,311240.3
1012,Ярославская область,2012,229.0,433229.0,327279.6
1013,г. Москва,2012,928.63,14845044.0,10666870.5
1014,Республика Карелия,2012,177.6,333953.0,160841.5
1015,Республика Коми,2012,119.58,5990182.0,479051.3
1016,Ненецкий автономный округ,2012,0.11,241307.0,157067.1
1017,Архангельская область,2012,364.27,811074.0,315403.8
1018,Вологодская область,2012,154.42,5260851.2,355291.3
1019,Калининградская область,2012,103.05,3038281.88,265361.2
1020,Ленинградская область,2012,238.71,16836047.2,672066.9
1021,Мурманская область,2012,375.84,1330663.0,283846.2
1022,Новгородская область,2012,86.86,468357.33,170605.7
1023,Псковская область,2012,39.79,11655.0,107547.5
1024,г. Санкт-Петербург,2012,1217.52,18016758.0,2280426.0
1025,Республика Адыгея (Адыгея),2012,28.39,668115.85,65300.4
1026,Республика Калмыкия,2012,20.45,828316.0,35897.8
1027,Краснодарский край,2012,891.89,1666389.31,1459490.8
1028,Астраханская область,2012,55.67,23214194.0,209654.4
1029,Волгоградская область,2012,144.43,1239703.0,571516.1
1030,Ростовская область,2012,253.05,564997.2,843560.3
1031,Республика Дагестан,2012,79.38,1691799.8,374710.3
1032,Республика Ингушетия,2012,4.15,0.0,37413.9
1033,Кабардино-Балкарская Республика,2012,29.58,2993485.0,106711.2
1034,Карачаево-Черкесская Республика,2012,45.01,550206.4,58712.1
1035,Республика Северная Осетия — Алания,2012,106.5,703298.0,97448.8
1037,Ставропольский край,2012,131.4,2028250.0,431753.4
1038,Республика Башкортостан,2012,311.23,7425146.99,1149384.6
1039,Республика Марий Эл,2012,51.1,18618.0,117201.1
1040,Республика Мордовия,2012,38.69,559125.0,134315.6
1041,Республика Татарстан (Татарстан),2012,480.0,26748864.8,1437001.0
1042,Удмуртская Республика,2012,117.12,1326940.8,372782.7
1043,Чувашская Республика — Чувашия,2012,10.53,4881707.0,217821.1
1044,Пермский край,2012,406.93,8680333.0,860342.7
1045,Кировская область,2012,170.65,1239078.3,208505.4
1046,Нижегородская область,2012,451.37,5402627.0,842195.5
1047,Оренбургская область,2012,126.68,6168227.9,628563.6
1048,Пензенская область,2012,105.19,50460.0,239962.5
1049,Самарская область,2012,361.51,9097457.0,937434.5
1050,Саратовская область,2012,112.22,1131564.0,478275.8
1051,Ульяновская область,2012,110.48,517909.0,240556.1
1052,Курганская область,2012,42.55,496801.0,146045.5
1053,Свердловская область,2012,712.28,9017467.9,1484879.0
1054,Ханты-Мансийский автономный округ — Югра,2012,40.84,26996854.1,2703558.8
1055,Ямало-Ненецкий автономный округ,2012,33.89,5629791.2,1191271.9
1056,Тюменская область,2012,91.84,3675591.0,730636.8
1057,Челябинская область,2012,743.86,9265550.0,841972.3
1058,Республика Алтай,2012,0.31,243191.7,30444.6
1059,Республика Тыва,2012,8.14,131052.0,37369.1
1060,Республика Хакасия,2012,33.94,748974.0,130638.5
1061,Алтайский край,2012,8.04,849701.0,368995.2
1062,Красноярский край,2012,425.63,15764305.5,1183228.0
1063,Иркутская область,2012,614.26,2194639.0,737971.6
1064,Кемеровская область — Кузбасс,2012,572.06,6830368.0,718320.4
1065,Новосибирская область,2012,112.53,1326264.2,728154.0
1066,Омская область,2012,157.81,4098476.0,491507.6
1067,Томская область,2012,24.19,3356940.52,371472.9
1068,Республика Бурятия,2012,34.56,317124.48,164737.8
1069,Республика Саха (Якутия),2012,81.33,5928762.59,541306.8
1070,Забайкальский край,2012,85.63,1487842.0,223968.8
1071,Камчатский край,2012,31.56,947326.5,127412.7
1072,Приморский край,2012,317.95,40793050.0,557489.3
1073,Хабаровский край,2012,175.52,7959786.0,437994.3
1074,Амурская область,2012,78.02,3924288.0,229407.1
1075,Магаданская область,2012,16.78,2172371.0,78417.9
1076,Сахалинская область,2012,43.75,3105032.0,641886.4
1077,Еврейская автономная область,2012,14.65,471384.62,42743.6
1078,Чукотский автономный округ,2012,5.37,272784.89,45633.9
1079,Белгородская область,2013,71.1,6062674.300000001,569006.4
1080,Брянская область,2013,67.78,282490.0,219502.8
1081,Владимирская область,2013,120.02,592373.0,306641.4
1082,Воронежская область,2013,128.63,1512233.0,611720.4
1083,Ивановская область,2013,88.12,341330.0,158228.7
1084,Калужская область,2013,93.03,4960986.399999999,292841.0
1085,Костромская область,2013,40.54,59809.0,139015.9
1086,Курская область,2013,15.8,114762.0,271542.5
1087,Липецкая область,2013,80.05,4742284.0,315685.4
1088,Московская область,2013,1190.05,5592517.66,2545951.5
1089,Орловская область,2013,54.42,41529.0,164797.0
1090,Рязанская область,2013,85.19,1704469.0,279286.5
1091,Смоленская область,2013,62.06,343760.4,225887.1
1092,Тамбовская область,2013,39.49,3595393.0,236335.9
1093,Тверская область,2013,90.07,114096.0,298669.2
1094,Тульская область,2013,186.83,2210689.0,348034.8
1095,Ярославская область,2013,211.45,836228.0600000002,362861.8
1096,г. Москва,2013,945.77,29906127.0,11814897.4
1097,Республика Карелия,2013,216.74,246130.0,178636.2
1098,Республика Коми,2013,109.47,20692596.0,482329.9
1099,Ненецкий автономный округ,2013,0.13,292813.0,173170.2
1100,Архангельская область,2013,341.03000000000003,3853785.0,326924.9
1101,Вологодская область,2013,147.9,12799362.659999998,346227.6
1102,Калининградская область,2013,102.18,1506342.2499999998,275885.8
1103,Ленинградская область,2013,277.31,14368332.7,678718.3
1104,Мурманская область,2013,333.59,2393880.0,306578.7
1105,Новгородская область,2013,72.64,1672953.93,178818.1
1106,Псковская область,2013,38.84,296020.0,114676.2
1107,г. Санкт-Петербург,2013,1156.9,25279212.699999996,2491423.3
1108,Республика Адыгея (Адыгея),2013,25.78,495441.0,70862.3
1109,Республика Калмыкия,2013,26.25,305048.0,41165.9
1110,Краснодарский край,2013,839.32,1612469.44,1662969.1
1111,Астраханская область,2013,52.4,12483621.8,273917.1
1112,Волгоградская область,2013,141.2,3263657.0,607472.2
1113,Ростовская область,2013,236.4,11225927.0,917689.1
1114,Республика Дагестан,2013,77.33,225798.0,452882.2
1115,Республика Ингушетия,2013,4.06,0.0,45766.7
1116,Кабардино-Балкарская Республика,2013,28.54,4029852.0,110971.5
1117,Карачаево-Черкесская Республика,2013,43.09,811398.2,66106.6
1118,Республика Северная Осетия — Алания,2013,86.92,904201.2,118637.5
1120,Ставропольский край,2013,134.37,1907921.0,480905.3
1121,Республика Башкортостан,2013,305.1,17756662.290000003,1163219.0
1122,Республика Марий Эл,2013,55.43,1865.94,125950.2
1123,Республика Мордовия,2013,35.15,105926.0,148705.7
1124,Республика Татарстан (Татарстан),2013,466.64,33755583.599999994,1551472.1
1125,Удмуртская Республика,2013,112.19,1089383.2999999998,405126.4
1126,Чувашская Республика — Чувашия,2013,9.95,1374803.11,223147.9
1127,Пермский край,2013,410.46,11233623.0,880264.4
1128,Кировская область,2013,169.13,511560.0,224152.3
1129,Нижегородская область,2013,524.59,5835660.0,925182.0
1130,Оренбургская область,2013,120.13,8469040.700000001,717014.8
1131,Пензенская область,2013,100.45,220270.0,270436.8
1132,Самарская область,2013,350.97,13654764.0,1048545.8
1133,Саратовская область,2013,83.75,644312.0,526178.9
1134,Ульяновская область,2013,105.41,491512.10000000003,265288.7
1135,Курганская область,2013,39.79,715600.0,167037.9
1136,Свердловская область,2013,686.78,12258076.299999999,1568655.2
1137,Ханты-Мансийский автономный округ — Югра,2013,77.61,24395945.0,2729122.4
1138,Ямало-Ненецкий автономный округ,2013,24.69,3900555.0,1375878.8
1139,Тюменская область,2013,82.04,12275177.0,845206.2
1140,Челябинская область,2013,712.77,8309695.0,882339.6
1141,Республика Алтай,2013,0.24,246150.08000000002,33313.5
1142,Республика Тыва,2013,7.47,1286.0,41298.7
1143,Республика Хакасия,2013,30.41,405349.5,141850.5
1144,Алтайский край,2013,8.07,1543854.0,416110.3
1145,Красноярский край,2013,391.11,19709912.5,1256934.1
1146,Иркутская область,2013,537.89,7505915.090000002,805197.5
1147,Кемеровская область — Кузбасс,2013,597.91,6019803.199999999,667950.5
1148,Новосибирская область,2013,114.65,2178938.32,817516.7
1149,Омская область,2013,158.98,2181125.5,551734.0
1150,Томская область,2013,26.57,5986428.0600000005,402562.1
1151,Республика Бурятия,2013,32.47,527117.7,176888.9
1152,Республика Саха (Якутия),2013,75.63,15394451.980000004,570284.7
1153,Забайкальский край,2013,35.49,2844391.0,229239.4
1154,Камчатский край,2013,28.89,1083003.0,133364.0
1155,Приморский край,2013,284.84,2595486.0,577473.9
1156,Хабаровский край,2013,177.9,21164769.0,498067.2
1157,Амурская область,2013,76.97,2994667.0,210700.9
1158,Магаданская область,2013,16.26,2051202.0,88905.9
1159,Сахалинская область,2013,32.91,3628684.0,671743.6
1160,Еврейская автономная область,2013,14.0,130813.7,38428.7
1161,Чукотский автономный округ,2013,4.9,637023.9499999998,44466.9
1162,Белгородская область,2014,66.83,3454582.6999999997,619677.7
1163,Брянская область,2014,61.56,7165.0,242722.4
1164,Владимирская область,2014,110.49,540583.0,328064.2
1165,Воронежская область,2014,121.91,3937024.6400000006,717667.2
1166,Ивановская область,2014,82.22,203440.0,151876.8
1167,Калужская область,2014,89.54,4824462.699999999,326459.5
1168,Костромская область,2014,37.06,154313.0,146731.5
1169,Курская область,2014,14.44,233480.0,298287.3
1170,Липецкая область,2014,79.09,7444498.0,398464.5
1171,Московская область,2014,1121.91,2219329.2,2742886.1
1172,Орловская область,2014,54.22,1092247.5999999999,178822.5
1173,Рязанская область,2014,81.14,888889.0,295611.7
1174,Смоленская область,2014,57.57,968797.2000000001,234710.1
1175,Тамбовская область,2014,37.95,2186909.0,285656.5
1176,Тверская область,2014,85.51,415069.7,316613.2
1177,Тульская область,2014,171.08,1106998.0,411122.3
1178,Ярославская область,2014,192.96,1439233.3,391462.8
1179,г. Москва,2014,862.86,34752228.0,12779525.7
1180,Республика Карелия,2014,219.73,825975.6,191192.1
1181,Республика Коми,2014,110.64,26269696.0,484166.5
1182,Ненецкий автономный округ,2014,0.01,1180497.0,187009.8
1183,Архангельская область,2014,335.86,2018957.0,355685.5
1184,Вологодская область,2014,137.38,12648844.889999999,387211.7
1185,Калининградская область,2014,102.82,1015626.9800000001,314088.3
1186,Ленинградская область,2014,267.25,68591844.48,703325.6
1187,Мурманская область,2014,331.01,6218503.0,328291.8
1188,Новгородская область,2014,74.33,917873.1300000001,209304.4
1189,Псковская область,2014,36.96,101951.4,123825.6
1190,г. Санкт-Петербург,2014,1057.92,15021383.1,2661210.0
1191,Республика Адыгея (Адыгея),2014,24.42,1037910.0,75622.5
1192,Республика Калмыкия,2014,14.25,458800.0,46680.6
1193,Краснодарский край,2014,832.89,11966143.93,1784833.5
1194,Астраханская область,2014,50.15,1075159.78,296319.3
1195,Волгоградская область,2014,122.62,17239560.0,715409.6
1196,Ростовская область,2014,262.16,14889581.960000003,1007758.8
1197,Республика Дагестан,2014,77.74,41407.49999999999,528131.3
1198,Республика Ингушетия,2014,3.83,776088.0,51908.2
1199,Кабардино-Балкарская Республика,2014,29.01,1417800.0,116886.0
1200,Карачаево-Черкесская Республика,2014,41.4,679293.0,65326.6
1201,Республика Северная Осетия — Алания,2014,83.62,528354.0,125960.5
1203,Ставропольский край,2014,132.24,5634894.0,540796.8
1204,Республика Башкортостан,2014,297.86,22224236.81,1260010.4
1205,Республика Марий Эл,2014,49.75,7800.0,143396.1
1206,Республика Мордовия,2014,33.78,640641.0,173872.7
1207,Республика Татарстан (Татарстан),2014,439.42,16197738.099999998,1661413.8
1208,Удмуртская Республика,2014,116.07,968331.72,450548.9
1209,Чувашская Республика — Чувашия,2014,8.98,3224027.0,237447.2
1210,Пермский край,2014,397.81,77161378.0,974192.9
1211,Кировская область,2014,146.31,497199.7,254089.4
1212,Нижегородская область,2014,396.93,8428897.0,1009460.1
1213,Оренбургская область,2014,115.91,9820541.0,731277.7
1214,Пензенская область,2014,95.43,115090.0,295238.7
1215,Самарская область,2014,346.47,20342535.0,1149147.8
1216,Саратовская область,2014,16.51,1959559.0,566646.1
1217,Ульяновская область,2014,100.45,710095.2,278808.2
1218,Курганская область,2014,38.54,627518.01,170310.3
1219,Свердловская область,2014,667.0,21383667.27,1659783.9
1220,Ханты-Мансийский автономный округ — Югра,2014,545.07,16738264.0,2860498.9
1221,Ямало-Ненецкий автономный округ,2014,22.42,9764715.0,1633382.2
1222,Тюменская область,2014,88.71,15298034.0,801467.4
1223,Челябинская область,2014,678.92,12349776.0,993900.6
1224,Республика Алтай,2014,0.35,328874.98,39191.9
1225,Республика Тыва,2014,7.4,570.0,45947.9
1226,Республика Хакасия,2014,30.16,519203.0,158372.8
1227,Алтайский край,2014,10.73,586894.0,446023.8
1228,Красноярский край,2014,366.69,25424580.069999997,1410719.9
1229,Иркутская область,2014,499.98,5869394.0,916317.5
1230,Кемеровская область — Кузбасс,2014,478.26,10415928.799999997,752024.0
1231,Новосибирская область,2014,109.35,3697620.4500000007,911219.0
1232,Омская область,2014,151.79,5395110.400000001,602605.1
1233,Томская область,2014,26.28,5408639.53,430266.8
1234,Республика Бурятия,2014,37.89,1752556.37,186492.9
1235,Республика Саха (Якутия),2014,78.95,15299240.290000003,658140.4
1236,Забайкальский край,2014,30.76,1245670.5999999999,234840.8
1237,Камчатский край,2014,25.77,974676.74,145761.3
1238,Приморский край,2014,290.4,4293790.0,642423.0
1239,Хабаровский край,2014,167.26,5501180.0,539338.4
1240,Амурская область,2014,44.62,1359580.0,232053.0
1241,Магаданская область,2014,14.25,2245064.0,96936.8
1242,Сахалинская область,2014,30.22,3611845.1300000004,799165.4
1243,Еврейская автономная область,2014,12.89,15240.36,41948.1
1244,Чукотский автономный округ,2014,4.86,450153.36999999994,57751.3
1245,Белгородская область,2015,61.46,7141368.36,693379.4
1246,Брянская область,2015,57.6,0.0,271782.5
1247,Владимирская область,2015,108.55,541132.2699999999,368489.2
1248,Воронежская область,2015,117.13,3593616.8,805969.6
1249,Ивановская область,2015,70.25,49647.0,180517.5
1250,Калужская область,2015,86.42,5491622.6,339760.8
1251,Костромская область,2015,36.41,50182.0,160579.8
1252,Курская область,2015,36.06,74191.0,336999.4
1253,Липецкая область,2015,75.74,12251771.0,448994.3
1254,Московская область,2015,1077.78,1703660.7,3180924.6
1255,Орловская область,2015,51.26,502637.9,208237.9
1256,Рязанская область,2015,82.26,717454.23,323131.8
1257,Смоленская область,2015,58.45,812825.61,256706.8
1258,Тамбовская область,2015,41.37,2472225.0,317213.7
1259,Тверская область,2015,83.59,519540.5,329616.0
1260,Тульская область,2015,163.75,1849854.0,477537.8
1261,Ярославская область,2015,201.38,1788028.7999999998,443054.1
1262,г. Москва,2015,817.79,35819967.0,13520862.9
1263,Республика Карелия,2015,205.65,428642.80000000005,212049.5
1264,Республика Коми,2015,117.26,35775324.0,528403.4
1265,Ненецкий автономный округ,2015,0.01,1075468.0,227193.5
1266,Архангельская область,2015,329.79,2900104.4,400504.6
1267,Вологодская область,2015,145.08,4901474.8,478893.0
1268,Калининградская область,2015,106.74,3612656.0,349818.6
1269,Ленинградская область,2015,269.17,1366673.0000000002,849616.6
1270,Мурманская область,2015,328.28,13020801.0,401582.7
1271,Новгородская область,2015,76.31,3408930.8199999994,234075.7
1272,Псковская область,2015,35.39,80886.0,135239.5
1273,г. Санкт-Петербург,2015,1023.36,24101825.599999994,3387417.7
1274,Республика Адыгея (Адыгея),2015,25.78,558549.0,84306.0
1275,Республика Калмыкия,2015,12.1,31367.6,51958.5
1276,Краснодарский край,2015,857.77,5100720.219999999,1933512.1
1277,Астраханская область,2015,40.74,1975977.4000000001,322303.0
1278,Волгоградская область,2015,104.21,19815471.0,740458.0
1279,Ростовская область,2015,238.38,9161777.649999999,1189144.0
1280,Республика Дагестан,2015,79.28,211632.2,569297.3
1281,Республика Ингушетия,2015,2.19,0.0,50091.0
1282,Кабардино-Балкарская Республика,2015,28.34,1262779.2,120528.79999999999
1283,Карачаево-Черкесская Республика,2015,41.58,0.0,67482.7
1284,Республика Северная Осетия — Алания,2015,87.65,372996.9,126051.2
1286,Ставропольский край,2015,123.41,1988269.0,621198.3
1287,Республика Башкортостан,2015,277.11,26807308.919999998,1316598.3
1288,Республика Марий Эл,2015,49.07,738.4,171689.5
1289,Республика Мордовия,2015,29.6,1797759.0,180352.3
1290,Республика Татарстан (Татарстан),2015,382.48,32698477.799999997,1867258.7
1291,Удмуртская Республика,2015,133.26,1085655.0000000002,517999.8
1292,Чувашская Республика — Чувашия,2015,37.49,2830409.67,251307.0
1293,Пермский край,2015,382.97,53092993.0,1063780.3
1294,Кировская область,2015,131.93,661281.6199999999,282191.0
1295,Нижегородская область,2015,389.6,2481988.0,1104643.2
1296,Оренбургская область,2015,109.48,6894973.2,774962.1
1297,Пензенская область,2015,92.02,934164.7,343328.6
1298,Самарская область,2015,366.27,20620343.709999997,1264910.3
1299,Саратовская область,2015,12.85,1142504.0,625176.9
1300,Ульяновская область,2015,121.9,795839.0,304479.1
1301,Курганская область,2015,37.86,52784.299999999996,179436.3
1302,Свердловская область,2015,660.18,22262871.700000003,1822835.0
1303,Ханты-Мансийский автономный округ — Югра,2015,462.99,21300434.0,3154058.7
1304,Ямало-Ненецкий автономный округ,2015,23.1,18681889.0,1791825.6
1305,Тюменская область,2015,86.63000000000002,4318199.0,905673.4999999995
1306,Челябинская область,2015,725.4,11816556.0,1209242.7
1307,Республика Алтай,2015,0.39,217665.86000000002,42165.7
1308,Республика Тыва,2015,9.04,0.0,47289.6
1309,Республика Хакасия,2015,28.93,338087.1,170413.1
1310,Алтайский край,2015,16.24,718792.0,487903.3
1311,Красноярский край,2015,327.23,41538712.190000005,1667041.1
1312,Иркутская область,2015,507.01,7993022.0,1001717.6
1313,Кемеровская область — Кузбасс,2015,462.13,8508850.0,843345.4
1314,Новосибирская область,2015,106.96,5032847.73,1021642.9
1315,Омская область,2015,139.41,5845575.200000001,618127.7
1316,Томская область,2015,23.65,7942134.98,471456.7
1317,Республика Бурятия,2015,39.23,846556.3999999999,202823.4
1318,Республика Саха (Якутия),2015,85.43,13600314.65,747601.7
1319,Забайкальский край,2015,35.44,1375378.0,247666.2
1320,Камчатский край,2015,25.43,170630.54,175404.8
1321,Приморский край,2015,290.92,6736541.0,717609.9
1322,Хабаровский край,2015,171.19,9077915.0,595792.3
1323,Амурская область,2015,72.77,1615146.0,277380.4
1324,Магаданская область,2015,12.92,2364114.0,125798.3
1325,Сахалинская область,2015,28.82,6547007.6,837495.2
1326,Еврейская автономная область,2015,13.58,19199.32,44554.8
1327,Чукотский автономный округ,2015,4.07,114119.92000000001,61735.5
1328,Белгородская область,2016,73.64,2425641.0,778027.8
1329,Брянская область,2016,57.92,0.0,316489.4
1330,Владимирская область,2016,108.81,361733.33,431549.8
1331,Воронежская область,2016,121.62,2370531.0,827928.6
1332,Ивановская область,2016,69.12,111534.0,205818.6
1333,Калужская область,2016,84.02,1258572.7,409462.3
1334,Костромская область,2016,35.79,103546.31999999999,170225.1
1335,Курская область,2016,36.4,147676.0,379011.3
1336,Липецкая область,2016,83.03,14379306.0,501263.5
1337,Московская область,2016,1066.87,800852.3999999999,4206506.0
1338,Орловская область,2016,52.25,152463.01,228583.1
1339,Рязанская область,2016,79.51,570738.0,366211.3
1340,Смоленская область,2016,58.65,535457.8799999999,283725.5
1341,Тамбовская область,2016,40.77,1583670.0,320623.4
1342,Тверская область,2016,77.99,540784.0,397438.9
1343,Тульская область,2016,161.24,1846024.0,552308.4
1344,Ярославская область,2016,179.24,1908729.3100000005,498880.3
1345,г. Москва,2016,824.76,69432479.0,15121534.2
1346,Республика Карелия,2016,221.23,624804.44,248140.4
1347,Республика Коми,2016,110.11,26704787.299999997,578649.1
1348,Ненецкий автономный округ,2016,0.41,1558977.0,261772.5
1349,Архангельская область,2016,328.66,3550139.6999999997,451271.4
1350,Вологодская область,2016,147.1,5814611.57,509931.7
1351,Калининградская область,2016,111.06,1691740.0,417094.9
1352,Ленинградская область,2016,272.18,49541797.39999999,953668.3
1353,Мурманская область,2016,319.78,3813838.0,467006.5
1354,Новгородская область,2016,77.98,750962.81,253056.8
1355,Псковская область,2016,37.18,75252.0,159206.1
1356,г. Санкт-Петербург,2016,1093.18,28672258.999999996,4099939.7
1357,Республика Адыгея (Адыгея),2016,25.51,399550.5,101102.7
1358,Республика Калмыкия,2016,14.91,149306.19999999998,69564.2
1359,Краснодарский край,2016,900.88,2801736.3600000003,2257074.5
1360,Астраханская область,2016,51.16,858602.58,368485.4
1361,Волгоградская область,2016,104.7,12007132.2,825586.5
1362,Ростовская область,2016,252.66,1842788.2600000002,1375107.4
1363,Республика Дагестан,2016,76.92,62525.4,617587.6
1364,Республика Ингушетия,2016,2.57,41538.0,58141.5
1365,Кабардино-Балкарская Республика,2016,29.39,471936.0,152970.8
1366,Карачаево-Черкесская Республика,2016,41.92,1063707.18,78521.1
1367,Республика Северная Осетия — Алания,2016,87.74,443680.5,148810.1
1369,Ставропольский край,2016,125.36,2955004.0,712594.5
1370,Республика Башкортостан,2016,283.24,41201491.32000001,1421517.6
1371,Республика Марий Эл,2016,48.15,35783.399999999994,170890.5
1372,Республика Мордовия,2016,29.92,1209540.6,223297.80000000002
1373,Республика Татарстан (Татарстан),2016,325.21,19073694.0,2058139.9
1374,Удмуртская Республика,2016,109.47,1809858.16,570254.8
1375,Чувашская Республика — Чувашия,2016,36.99,953698.8,284659.1
1376,Пермский край,2016,357.78,9698540.599999998,1147634.0
1377,Кировская область,2016,127.28,1342374.5200000003,313533.8
1378,Нижегородская область,2016,377.14,2463752.0,1282751.7
1379,Оренбургская область,2016,107.54,6962746.470000002,814765.4
1380,Пензенская область,2016,93.88,350774.0,358258.2
1381,Самарская область,2016,367.56,9920619.0,1364822.2
1382,Саратовская область,2016,13.0,560872.48,700848.6
1383,Ульяновская область,2016,124.94,258759.2,366954.7
1384,Курганская область,2016,37.97,123313.16,202100.4
1385,Свердловская область,2016,616.63,11301037.799999999,2109619.1
1386,Ханты-Мансийский автономный округ — Югра,2016,891.4,11457052.0,3130196.4
1387,Ямало-Ненецкий автономный округ,2016,32.14,19170058.0,2028234.6
1388,Тюменская область,2016,86.0,4545893.0,967530.8
1389,Челябинская область,2016,692.54,15845192.0,1332761.4
1390,Республика Алтай,2016,0.38,653538.0,47434.9
1391,Республика Тыва,2016,12.35,0.0,58001.1
1392,Республика Хакасия,2016,24.05,1114144.0,207742.6
1393,Алтайский край,2016,18.05,1009642.0,532401.5
1394,Красноярский край,2016,313.28,37959950.13,1821899.9
1395,Иркутская область,2016,514.27,9242866.95,1139206.8
1396,Кемеровская область — Кузбасс,2016,443.99,7281310.0,903348.9
1397,Новосибирская область,2016,96.91,1953224.16,1074794.7
1398,Омская область,2016,135.85,2496584.0999999996,669480.4
1399,Томская область,2016,23.09,8975510.769999998,521043.5
1400,Республика Бурятия,2016,38.06,1645575.0,220764.6
1401,Республика Саха (Якутия),2016,49.73,12699488.1,889449.3
1402,Забайкальский край,2016,34.18,2440299.0,279140.7
1403,Камчатский край,2016,22.74,1033989.1,224091.0
1404,Приморский край,2016,275.68,2705843.0,860803.6
1405,Хабаровский край,2016,172.24,4080685.0,672660.4
1406,Амурская область,2016,73.77,1698224.0,297531.0
1407,Магаданская область,2016,13.6,896178.0,153879.8
1408,Сахалинская область,2016,33.97,5737787.0600000005,762510.3
1409,Еврейская автономная область,2016,13.53,289034.54999999993,48563.2
1410,Чукотский автономный округ,2016,3.16,538866.8,72174.1
1411,Белгородская область,2017,70.54,2800955.38,837306.8
1412,Брянская область,2017,55.12,0.0,341177.8
1413,Владимирская область,2017,104.52,458036.9,449849.2
1414,Воронежская область,2017,119.2,3977809.1999999997,873429.4
1415,Ивановская область,2017,68.69,10890.0,212464.7
1416,Калужская область,2017,72.4,3037487.999999999,457052.5
1417,Костромская область,2017,35.38,77212.18000000001,178485.6
1418,Курская область,2017,38.3,317837.0,404759.8
1419,Липецкая область,2017,76.83,6876379.0,522266.2
1420,Московская область,2017,1035.69,6694015.799999999,4290261.2
1421,Орловская область,2017,51.73,760641.7000000001,231118.4
1422,Рязанская область,2017,75.66,1375118.2,395276.9
1423,Смоленская область,2017,59.11,27249.64,313615.8
1424,Тамбовская область,2017,44.79,3059262.0,320572.4
1425,Тверская область,2017,77.76,329119.0,420671.5
1426,Тульская область,2017,160.15,2978843.46,594407.6
1427,Ярославская область,2017,177.8,1825997.21,534549.7
1428,г. Москва,2017,844.57,52429253.0,16538189.5
1429,Республика Карелия,2017,220.83,431382.2200000001,270802.5
1430,Республика Коми,2017,262.24,19298151.18,608574.5
1431,Ненецкий автономный округ,2017,0.31,4650126.0,265790.9
1432,Архангельская область,2017,325.0,9077923.0,493415.6
1433,Вологодская область,2017,157.41,7380560.930000001,542663.4
1434,Калининградская область,2017,111.12,1544723.0,446677.6
1435,Ленинградская область,2017,334.06,31039378.0,1002543.3
1436,Мурманская область,2017,317.91,4450006.0,479352.8
1437,Новгородская область,2017,28.47,1525385.4999999995,256165.8
1438,Псковская область,2017,37.06,5251.0,165858.1
1439,г. Санкт-Петербург,2017,977.33,24459274.0,4283036.300000001
1440,Республика Адыгея (Адыгея),2017,23.15,821118.0,109714.5
1441,Республика Калмыкия,2017,14.9,13146.35,80126.9
1442,Краснодарский край,2017,765.93,1886815.2599999998,2422752.7
1443,Астраханская область,2017,48.54,734865.4099999999,442608.8
1444,Волгоградская область,2017,89.2,3914853.2,850263.7
1445,Ростовская область,2017,217.88,3905094.4,1441723.3
1446,Республика Дагестан,2017,71.91,73289.0,639513.2999999999
1447,Республика Ингушетия,2017,2.72,252000.0,60855.8
1448,Кабардино-Балкарская Республика,2017,29.28,0.0,155221.80000000002
1449,Карачаево-Черкесская Республика,2017,42.23,142672.39999999997,82765.6
1450,Республика Северная Осетия — Алания,2017,86.39,886624.0,152526.4
1452,Ставропольский край,2017,125.29,1956679.0,735609.5
1453,Республика Башкортостан,2017,259.98,25085742.689999998,1487892.2
1454,Республика Марий Эл,2017,45.07,89679.4,178193.2
1455,Республика Мордовия,2017,26.45,2726703.0,236090.8
1456,Республика Татарстан (Татарстан),2017,319.71,20199947.0,2264655.8
1457,Удмуртская Республика,2017,85.76,1195292.26,592037.6
1458,Чувашская Республика — Чувашия,2017,33.11,961636.4700000001,296505.8
1459,Пермский край,2017,317.13,7280486.4,1245826.9
1460,Кировская область,2017,85.94,1023540.72,331754.4
1461,Нижегородская область,2017,369.9,2457780.0,1387920.9
1462,Оренбургская область,2017,105.15,4448371.000000001,872857.1
1463,Пензенская область,2017,92.69,374395.0,376076.2
1464,Самарская область,2017,399.13,14254888.0,1449005.7
1465,Саратовская область,2017,9.68,5268408.5600000005,728946.4
1466,Ульяновская область,2017,101.19,621954.0,374827.9
1467,Курганская область,2017,36.09,526505.76,209985.5
1468,Свердловская область,2017,586.2,11110622.329999998,2259526.0
1469,Ханты-Мансийский автономный округ — Югра,2017,86.21,11935067.0,3557367.1
